"age","sex","agehrp","ethnicityew","ethhuk11","n"
1,1,17,2,2,5
1,1,17,5,2,1
1,1,17,6,6,1
1,1,17,7,7,1
1,1,18,2,2,31
1,1,18,5,2,2
1,1,18,6,6,1
1,1,18,7,5,1
1,1,18,7,7,1
1,1,19,2,2,85
1,1,19,2,4,1
1,1,19,4,2,2
1,1,19,5,2,6
1,1,19,5,3,1
1,1,19,5,4,1
1,1,19,5,5,1
1,1,19,6,2,5
1,1,19,6,6,2
1,1,19,7,7,3
1,1,19,8,8,1
1,1,20,2,2,167
1,1,20,2,4,1
1,1,20,2,5,3
1,1,20,3,3,1
1,1,20,4,2,1
1,1,20,4,4,5
1,1,20,5,2,9
1,1,20,5,5,6
1,1,20,5,6,2
1,1,20,5,7,2
1,1,20,7,7,4
1,1,20,8,8,3
1,1,21,2,2,203
1,1,21,2,4,2
1,1,21,2,5,3
1,1,21,2,7,2
1,1,21,2,8,1
1,1,21,4,2,3
1,1,21,4,4,3
1,1,21,5,2,14
1,1,21,5,4,1
1,1,21,5,5,5
1,1,21,5,6,1
1,1,21,5,7,1
1,1,21,5,8,1
1,1,21,6,6,3
1,1,21,7,2,1
1,1,21,7,7,10
1,1,21,8,6,1
1,1,21,8,7,1
1,1,22,2,2,220
1,1,22,2,5,2
1,1,22,2,8,1
1,1,22,4,2,2
1,1,22,4,4,10
1,1,22,4,8,1
1,1,22,5,2,16
1,1,22,5,4,1
1,1,22,5,5,7
1,1,22,6,6,8
1,1,22,7,2,1
1,1,22,7,7,8
1,1,22,8,8,2
1,1,23,2,2,282
1,1,23,2,4,5
1,1,23,2,5,1
1,1,23,2,7,1
1,1,23,2,8,1
1,1,23,4,2,1
1,1,23,4,4,7
1,1,23,4,8,1
1,1,23,5,2,11
1,1,23,5,5,11
1,1,23,5,6,1
1,1,23,5,7,3
1,1,23,5,8,1
1,1,23,6,2,1
1,1,23,6,6,3
1,1,23,7,2,1
1,1,23,7,7,11
1,1,23,7,8,1
1,1,23,8,8,2
1,1,24,2,2,291
1,1,24,2,3,1
1,1,24,2,4,5
1,1,24,2,7,2
1,1,24,4,2,6
1,1,24,4,4,7
1,1,24,4,5,1
1,1,24,5,2,20
1,1,24,5,4,1
1,1,24,5,5,5
1,1,24,5,7,4
1,1,24,5,8,1
1,1,24,6,6,12
1,1,24,7,5,1
1,1,24,7,7,13
1,1,24,8,6,1
1,1,25,2,2,367
1,1,25,2,4,6
1,1,25,2,5,3
1,1,25,4,4,14
1,1,25,4,6,1
1,1,25,5,2,23
1,1,25,5,4,1
1,1,25,5,5,4
1,1,25,5,6,1
1,1,25,5,7,6
1,1,25,6,6,25
1,1,25,7,2,2
1,1,25,7,4,2
1,1,25,7,5,2
1,1,25,7,7,24
1,1,25,8,8,3
1,1,26,2,2,384
1,1,26,2,4,5
1,1,26,2,5,5
1,1,26,2,7,1
1,1,26,2,8,1
1,1,26,4,2,1
1,1,26,4,3,1
1,1,26,4,4,23
1,1,26,5,2,18
1,1,26,5,4,3
1,1,26,5,5,6
1,1,26,5,6,4
1,1,26,5,7,4
1,1,26,6,2,1
1,1,26,6,6,29
1,1,26,6,8,2
1,1,26,7,5,3
1,1,26,7,7,19
1,1,26,8,7,1
1,1,26,8,8,5
1,1,27,2,2,434
1,1,27,2,4,6
1,1,27,2,5,3
1,1,27,2,7,1
1,1,27,2,8,1
1,1,27,4,2,2
1,1,27,4,4,31
1,1,27,4,6,1
1,1,27,4,8,1
1,1,27,5,2,17
1,1,27,5,4,7
1,1,27,5,5,15
1,1,27,5,6,7
1,1,27,5,7,7
1,1,27,6,2,1
1,1,27,6,5,1
1,1,27,6,6,42
1,1,27,7,7,18
1,1,27,8,7,1
1,1,27,8,8,2
1,1,28,2,2,480
1,1,28,2,3,1
1,1,28,2,4,10
1,1,28,2,5,2
1,1,28,2,6,2
1,1,28,2,7,1
1,1,28,2,8,1
1,1,28,3,3,1
1,1,28,4,2,3
1,1,28,4,4,38
1,1,28,5,2,21
1,1,28,5,4,3
1,1,28,5,5,9
1,1,28,5,6,3
1,1,28,5,7,4
1,1,28,5,8,2
1,1,28,6,2,1
1,1,28,6,4,1
1,1,28,6,6,47
1,1,28,6,7,2
1,1,28,6,8,1
1,1,28,7,2,1
1,1,28,7,4,1
1,1,28,7,7,21
1,1,28,8,2,1
1,1,28,8,4,4
1,1,28,8,5,1
1,1,28,8,8,6
1,1,29,2,2,529
1,1,29,2,3,1
1,1,29,2,4,16
1,1,29,2,5,3
1,1,29,2,6,2
1,1,29,2,7,1
1,1,29,4,2,4
1,1,29,4,3,1
1,1,29,4,4,48
1,1,29,4,5,1
1,1,29,5,2,16
1,1,29,5,4,3
1,1,29,5,5,18
1,1,29,5,6,6
1,1,29,5,7,2
1,1,29,6,2,1
1,1,29,6,6,58
1,1,29,7,2,1
1,1,29,7,7,25
1,1,29,7,8,2
1,1,29,8,5,1
1,1,29,8,8,7
1,1,30,2,2,528
1,1,30,2,3,3
1,1,30,2,4,15
1,1,30,2,5,2
1,1,30,2,6,2
1,1,30,2,7,2
1,1,30,3,4,1
1,1,30,4,2,4
1,1,30,4,4,56
1,1,30,4,6,1
1,1,30,5,2,17
1,1,30,5,4,2
1,1,30,5,5,7
1,1,30,5,6,8
1,1,30,5,7,4
1,1,30,5,8,1
1,1,30,6,2,1
1,1,30,6,6,69
1,1,30,6,8,1
1,1,30,7,2,2
1,1,30,7,4,1
1,1,30,7,5,1
1,1,30,7,7,25
1,1,30,8,5,1
1,1,30,8,6,1
1,1,30,8,7,1
1,1,30,8,8,12
1,1,31,2,2,610
1,1,31,2,3,1
1,1,31,2,4,22
1,1,31,2,5,5
1,1,31,2,6,3
1,1,31,2,7,2
1,1,31,3,3,1
1,1,31,4,2,1
1,1,31,4,4,61
1,1,31,5,2,20
1,1,31,5,4,1
1,1,31,5,5,14
1,1,31,5,6,10
1,1,31,5,7,8
1,1,31,5,8,2
1,1,31,6,2,1
1,1,31,6,6,97
1,1,31,7,5,2
1,1,31,7,6,1
1,1,31,7,7,32
1,1,31,8,2,2
1,1,31,8,6,4
1,1,31,8,8,5
1,1,32,2,2,682
1,1,32,2,3,5
1,1,32,2,4,26
1,1,32,2,5,4
1,1,32,2,6,3
1,1,32,2,7,3
1,1,32,2,8,2
1,1,32,3,2,2
1,1,32,3,3,2
1,1,32,4,2,4
1,1,32,4,4,65
1,1,32,5,2,22
1,1,32,5,4,2
1,1,32,5,5,16
1,1,32,5,6,13
1,1,32,5,7,1
1,1,32,5,8,4
1,1,32,6,2,1
1,1,32,6,6,96
1,1,32,6,7,1
1,1,32,6,8,1
1,1,32,7,2,2
1,1,32,7,5,1
1,1,32,7,6,2
1,1,32,7,7,50
1,1,32,8,5,1
1,1,32,8,6,1
1,1,32,8,8,9
1,1,33,2,2,659
1,1,33,2,3,2
1,1,33,2,4,23
1,1,33,2,5,7
1,1,33,2,6,3
1,1,33,2,7,4
1,1,33,3,3,3
1,1,33,4,2,2
1,1,33,4,3,1
1,1,33,4,4,62
1,1,33,4,5,1
1,1,33,4,6,2
1,1,33,5,2,33
1,1,33,5,4,6
1,1,33,5,5,7
1,1,33,5,6,10
1,1,33,5,7,8
1,1,33,5,8,4
1,1,33,6,2,1
1,1,33,6,4,1
1,1,33,6,6,106
1,1,33,6,8,1
1,1,33,7,2,1
1,1,33,7,7,39
1,1,33,7,8,1
1,1,33,8,8,7
1,1,34,2,2,599
1,1,34,2,3,4
1,1,34,2,4,29
1,1,34,2,5,3
1,1,34,2,6,3
1,1,34,2,8,3
1,1,34,3,2,1
1,1,34,3,3,4
1,1,34,4,2,2
1,1,34,4,3,1
1,1,34,4,4,46
1,1,34,4,5,1
1,1,34,5,2,26
1,1,34,5,4,12
1,1,34,5,5,9
1,1,34,5,6,7
1,1,34,5,7,4
1,1,34,5,8,5
1,1,34,6,2,2
1,1,34,6,4,1
1,1,34,6,6,105
1,1,34,6,7,1
1,1,34,6,8,1
1,1,34,7,2,2
1,1,34,7,4,4
1,1,34,7,7,51
1,1,34,7,8,1
1,1,34,8,4,2
1,1,34,8,8,6
1,1,35,2,2,580
1,1,35,2,3,7
1,1,35,2,4,25
1,1,35,2,5,2
1,1,35,2,6,8
1,1,35,3,2,2
1,1,35,3,3,2
1,1,35,4,2,3
1,1,35,4,3,1
1,1,35,4,4,52
1,1,35,4,5,1
1,1,35,5,2,16
1,1,35,5,4,4
1,1,35,5,5,10
1,1,35,5,6,18
1,1,35,5,7,7
1,1,35,6,2,1
1,1,35,6,6,105
1,1,35,6,7,1
1,1,35,6,8,1
1,1,35,7,6,1
1,1,35,7,7,35
1,1,35,8,5,1
1,1,35,8,7,1
1,1,35,8,8,15
1,1,36,2,2,629
1,1,36,2,3,6
1,1,36,2,4,26
1,1,36,2,5,1
1,1,36,2,6,1
1,1,36,2,7,2
1,1,36,3,5,1
1,1,36,4,2,6
1,1,36,4,4,47
1,1,36,4,5,1
1,1,36,4,8,1
1,1,36,5,2,14
1,1,36,5,4,6
1,1,36,5,5,7
1,1,36,5,6,5
1,1,36,5,7,2
1,1,36,5,8,5
1,1,36,6,4,1
1,1,36,6,5,1
1,1,36,6,6,95
1,1,36,6,7,1
1,1,36,7,6,2
1,1,36,7,7,49
1,1,36,7,8,1
1,1,36,8,2,1
1,1,36,8,4,1
1,1,36,8,6,1
1,1,36,8,7,1
1,1,36,8,8,14
1,1,37,2,2,580
1,1,37,2,3,2
1,1,37,2,4,19
1,1,37,2,5,8
1,1,37,2,6,1
1,1,37,2,7,1
1,1,37,2,8,2
1,1,37,3,2,1
1,1,37,3,6,1
1,1,37,4,2,2
1,1,37,4,3,1
1,1,37,4,4,44
1,1,37,4,5,3
1,1,37,4,6,1
1,1,37,4,8,1
1,1,37,5,2,17
1,1,37,5,3,1
1,1,37,5,4,5
1,1,37,5,5,10
1,1,37,5,6,14
1,1,37,5,7,5
1,1,37,5,8,2
1,1,37,6,2,1
1,1,37,6,4,1
1,1,37,6,6,97
1,1,37,7,2,1
1,1,37,7,7,42
1,1,37,8,6,1
1,1,37,8,7,1
1,1,37,8,8,8
1,1,38,2,2,543
1,1,38,2,3,7
1,1,38,2,4,25
1,1,38,2,5,6
1,1,38,2,6,2
1,1,38,2,7,2
1,1,38,2,8,1
1,1,38,3,2,1
1,1,38,3,3,1
1,1,38,4,2,3
1,1,38,4,4,36
1,1,38,4,5,3
1,1,38,4,8,1
1,1,38,5,2,18
1,1,38,5,3,1
1,1,38,5,4,4
1,1,38,5,5,9
1,1,38,5,6,11
1,1,38,5,7,3
1,1,38,5,8,4
1,1,38,6,4,1
1,1,38,6,6,88
1,1,38,6,7,1
1,1,38,6,8,2
1,1,38,7,2,1
1,1,38,7,7,35
1,1,38,8,4,5
1,1,38,8,6,1
1,1,38,8,8,7
1,1,39,2,2,505
1,1,39,2,3,5
1,1,39,2,4,17
1,1,39,2,5,4
1,1,39,2,6,1
1,1,39,2,7,1
1,1,39,2,8,1
1,1,39,3,2,2
1,1,39,3,3,3
1,1,39,4,2,2
1,1,39,4,4,21
1,1,39,4,5,1
1,1,39,5,2,13
1,1,39,5,3,1
1,1,39,5,4,5
1,1,39,5,5,3
1,1,39,5,6,9
1,1,39,5,7,3
1,1,39,6,6,90
1,1,39,7,5,2
1,1,39,7,6,1
1,1,39,7,7,34
1,1,39,8,4,2
1,1,39,8,6,1
1,1,39,8,8,5
1,1,40,2,2,427
1,1,40,2,3,4
1,1,40,2,4,17
1,1,40,2,5,3
1,1,40,2,6,3
1,1,40,2,7,3
1,1,40,3,3,1
1,1,40,4,2,6
1,1,40,4,4,32
1,1,40,4,5,2
1,1,40,4,6,1
1,1,40,4,8,1
1,1,40,5,2,18
1,1,40,5,3,3
1,1,40,5,4,5
1,1,40,5,5,3
1,1,40,5,6,5
1,1,40,5,7,7
1,1,40,5,8,1
1,1,40,6,2,2
1,1,40,6,6,67
1,1,40,6,8,1
1,1,40,7,2,2
1,1,40,7,4,1
1,1,40,7,5,1
1,1,40,7,6,1
1,1,40,7,7,21
1,1,40,8,4,2
1,1,40,8,8,10
1,1,41,2,2,393
1,1,41,2,3,2
1,1,41,2,4,20
1,1,41,2,5,5
1,1,41,3,3,5
1,1,41,3,4,2
1,1,41,4,2,5
1,1,41,4,3,1
1,1,41,4,4,20
1,1,41,4,6,1
1,1,41,4,8,2
1,1,41,5,2,15
1,1,41,5,4,1
1,1,41,5,5,6
1,1,41,5,6,7
1,1,41,5,7,4
1,1,41,5,8,1
1,1,41,6,6,54
1,1,41,6,8,1
1,1,41,7,2,2
1,1,41,7,5,2
1,1,41,7,7,35
1,1,41,7,8,3
1,1,41,8,4,1
1,1,41,8,7,1
1,1,41,8,8,9
1,1,42,2,2,271
1,1,42,2,3,2
1,1,42,2,4,12
1,1,42,2,5,2
1,1,42,2,6,2
1,1,42,2,7,1
1,1,42,2,8,1
1,1,42,3,3,2
1,1,42,4,2,4
1,1,42,4,4,15
1,1,42,5,2,7
1,1,42,5,5,3
1,1,42,5,6,6
1,1,42,5,7,4
1,1,42,6,2,1
1,1,42,6,5,1
1,1,42,6,6,33
1,1,42,7,5,1
1,1,42,7,7,17
1,1,42,8,4,1
1,1,42,8,6,1
1,1,42,8,7,3
1,1,42,8,8,7
1,1,43,2,2,230
1,1,43,2,3,1
1,1,43,2,4,12
1,1,43,2,5,3
1,1,43,3,2,1
1,1,43,3,3,3
1,1,43,4,2,5
1,1,43,4,4,9
1,1,43,5,2,8
1,1,43,5,4,4
1,1,43,5,5,3
1,1,43,5,6,7
1,1,43,5,7,4
1,1,43,6,4,1
1,1,43,6,6,38
1,1,43,6,7,2
1,1,43,7,7,29
1,1,43,8,2,1
1,1,43,8,8,4
1,1,44,2,2,184
1,1,44,2,3,3
1,1,44,2,4,6
1,1,44,2,5,1
1,1,44,2,6,1
1,1,44,3,3,2
1,1,44,3,4,1
1,1,44,4,2,3
1,1,44,4,4,6
1,1,44,5,2,10
1,1,44,5,3,1
1,1,44,5,4,1
1,1,44,5,5,2
1,1,44,5,6,1
1,1,44,5,7,3
1,1,44,6,6,18
1,1,44,7,2,2
1,1,44,7,7,14
1,1,44,8,6,1
1,1,44,8,7,1
1,1,44,8,8,4
1,1,45,2,2,155
1,1,45,2,3,1
1,1,45,2,4,6
1,1,45,2,5,1
1,1,45,2,6,1
1,1,45,2,8,1
1,1,45,4,2,1
1,1,45,4,4,6
1,1,45,5,2,11
1,1,45,5,4,1
1,1,45,5,5,1
1,1,45,5,6,1
1,1,45,5,7,1
1,1,45,5,8,3
1,1,45,6,2,1
1,1,45,6,6,24
1,1,45,7,7,14
1,1,45,8,8,4
1,1,46,2,2,106
1,1,46,2,3,2
1,1,46,2,4,1
1,1,46,4,2,4
1,1,46,4,4,3
1,1,46,5,2,5
1,1,46,5,4,2
1,1,46,5,5,3
1,1,46,5,6,1
1,1,46,5,7,2
1,1,46,5,8,2
1,1,46,6,6,12
1,1,46,7,2,1
1,1,46,7,5,1
1,1,46,7,6,1
1,1,46,7,7,12
1,1,46,7,8,1
1,1,46,8,6,1
1,1,46,8,7,1
1,1,46,8,8,3
1,1,47,2,2,76
1,1,47,2,4,6
1,1,47,2,5,1
1,1,47,3,3,2
1,1,47,4,2,3
1,1,47,4,4,2
1,1,47,4,5,1
1,1,47,5,2,10
1,1,47,5,5,5
1,1,47,5,6,2
1,1,47,5,7,3
1,1,47,6,6,12
1,1,47,7,2,1
1,1,47,7,7,8
1,1,47,8,6,1
1,1,47,8,7,1
1,1,47,8,8,3
1,1,48,2,2,70
1,1,48,2,3,1
1,1,48,2,4,1
1,1,48,2,5,1
1,1,48,2,8,1
1,1,48,3,3,1
1,1,48,4,4,2
1,1,48,5,2,3
1,1,48,5,3,1
1,1,48,5,6,2
1,1,48,5,7,2
1,1,48,6,6,9
1,1,48,7,6,1
1,1,48,7,7,4
1,1,48,8,5,1
1,1,48,8,8,1
1,1,49,2,2,48
1,1,49,2,8,1
1,1,49,4,4,1
1,1,49,5,2,3
1,1,49,5,5,1
1,1,49,5,6,1
1,1,49,5,7,1
1,1,49,5,8,2
1,1,49,6,6,8
1,1,49,7,7,8
1,1,49,8,8,1
1,1,50,2,2,51
1,1,50,2,4,1
1,1,50,2,6,1
1,1,50,4,2,2
1,1,50,4,4,1
1,1,50,4,7,1
1,1,50,5,2,4
1,1,50,5,4,3
1,1,50,5,6,1
1,1,50,5,7,1
1,1,50,6,6,4
1,1,50,7,4,1
1,1,50,7,7,2
1,1,50,8,8,3
1,1,51,2,2,27
1,1,51,2,4,2
1,1,51,2,5,1
1,1,51,4,4,1
1,1,51,5,2,4
1,1,51,5,6,1
1,1,51,5,7,2
1,1,51,6,5,2
1,1,51,6,6,3
1,1,51,7,7,8
1,1,52,2,2,28
1,1,52,2,3,1
1,1,52,4,2,1
1,1,52,4,4,1
1,1,52,5,2,2
1,1,52,5,5,1
1,1,52,5,7,1
1,1,52,6,6,1
1,1,53,2,2,19
1,1,53,2,3,1
1,1,53,4,2,1
1,1,53,4,4,1
1,1,53,6,7,1
1,1,53,7,7,2
1,1,53,8,2,1
1,1,53,8,8,2
1,1,54,2,2,19
1,1,54,2,3,1
1,1,54,2,4,1
1,1,54,4,4,2
1,1,54,5,2,3
1,1,54,5,7,1
1,1,54,6,2,1
1,1,54,6,6,2
1,1,54,7,7,2
1,1,55,2,2,7
1,1,55,4,3,1
1,1,55,5,2,1
1,1,55,6,6,5
1,1,55,8,8,1
1,1,56,2,2,13
1,1,56,2,8,1
1,1,56,4,2,1
1,1,56,4,4,2
1,1,56,6,6,1
1,1,56,7,7,3
1,1,57,2,2,3
1,1,57,4,4,1
1,1,57,5,4,1
1,1,57,6,8,1
1,1,57,7,7,1
1,1,58,2,2,10
1,1,58,5,2,2
1,1,59,2,2,4
1,1,59,4,2,1
1,1,59,5,2,1
1,1,59,6,2,1
1,1,59,6,6,1
1,1,59,7,7,1
1,1,60,2,2,7
1,1,60,2,6,1
1,1,60,7,7,1
1,1,60,8,8,1
1,1,61,2,2,7
1,1,61,4,2,1
1,1,61,5,8,1
1,1,61,6,6,1
1,1,61,7,7,1
1,1,61,8,6,1
1,1,62,2,2,6
1,1,62,2,3,1
1,1,62,6,6,1
1,1,62,7,7,1
1,1,63,2,2,3
1,1,63,5,2,1
1,1,63,5,3,1
1,1,63,6,6,1
1,1,63,8,8,1
1,1,64,2,2,4
1,1,64,2,7,1
1,1,64,5,2,1
1,1,64,6,6,1
1,1,65,2,2,4
1,1,65,2,4,1
1,1,65,5,2,2
1,1,65,6,6,2
1,1,66,2,2,5
1,1,67,2,2,3
1,1,67,5,2,2
1,1,68,2,2,1
1,1,68,7,7,1
1,1,69,2,2,1
1,1,70,2,2,3
1,1,71,5,2,1
1,1,72,2,2,1
1,1,72,7,7,1
1,1,80,2,2,1
1,1,80,5,2,1
1,1,84,2,2,2
1,1,86,2,2,2
1,1,86,4,2,1
1,1,86,5,4,1
1,2,17,2,2,7
1,2,17,6,6,1
1,2,17,7,7,1
1,2,18,2,2,22
1,2,18,5,2,2
1,2,18,5,5,2
1,2,18,6,6,1
1,2,19,2,2,67
1,2,19,5,2,1
1,2,19,5,5,5
1,2,19,5,6,1
1,2,19,5,7,1
1,2,19,7,5,1
1,2,19,7,7,6
1,2,20,2,2,164
1,2,20,2,5,1
1,2,20,4,4,1
1,2,20,5,2,9
1,2,20,5,5,9
1,2,20,5,6,1
1,2,20,5,7,1
1,2,20,6,6,2
1,2,20,7,2,1
1,2,20,7,7,9
1,2,20,8,8,2
1,2,21,2,2,205
1,2,21,2,4,3
1,2,21,2,5,1
1,2,21,4,4,6
1,2,21,5,2,9
1,2,21,5,3,1
1,2,21,5,5,3
1,2,21,5,7,3
1,2,21,6,4,1
1,2,21,6,6,3
1,2,21,7,6,1
1,2,21,7,7,8
1,2,21,8,8,1
1,2,22,2,2,247
1,2,22,2,3,1
1,2,22,2,4,4
1,2,22,2,5,2
1,2,22,2,6,1
1,2,22,4,2,1
1,2,22,4,4,5
1,2,22,5,2,7
1,2,22,5,5,5
1,2,22,5,7,1
1,2,22,5,8,1
1,2,22,6,6,7
1,2,22,6,7,1
1,2,22,7,5,1
1,2,22,7,7,8
1,2,22,8,8,1
1,2,23,2,2,283
1,2,23,2,4,6
1,2,23,2,5,3
1,2,23,4,4,13
1,2,23,5,2,19
1,2,23,5,4,1
1,2,23,5,5,16
1,2,23,5,6,1
1,2,23,5,7,2
1,2,23,6,2,1
1,2,23,6,6,5
1,2,23,7,5,1
1,2,23,7,7,13
1,2,23,7,8,1
1,2,23,8,7,1
1,2,23,8,8,1
1,2,24,2,2,334
1,2,24,2,3,1
1,2,24,2,4,5
1,2,24,2,5,1
1,2,24,2,6,1
1,2,24,2,7,1
1,2,24,4,2,2
1,2,24,4,4,10
1,2,24,5,2,12
1,2,24,5,4,2
1,2,24,5,5,7
1,2,24,5,6,1
1,2,24,5,7,2
1,2,24,5,8,1
1,2,24,6,2,1
1,2,24,6,4,1
1,2,24,6,6,14
1,2,24,7,7,16
1,2,24,8,8,2
1,2,25,2,2,341
1,2,25,2,4,6
1,2,25,2,5,4
1,2,25,2,6,3
1,2,25,2,7,1
1,2,25,4,4,14
1,2,25,4,5,1
1,2,25,4,8,1
1,2,25,5,2,19
1,2,25,5,4,1
1,2,25,5,5,5
1,2,25,5,6,4
1,2,25,5,7,4
1,2,25,6,2,1
1,2,25,6,4,1
1,2,25,6,6,20
1,2,25,7,2,1
1,2,25,7,5,1
1,2,25,7,6,1
1,2,25,7,7,12
1,2,25,8,6,3
1,2,25,8,7,2
1,2,25,8,8,2
1,2,26,2,2,385
1,2,26,2,4,7
1,2,26,2,5,1
1,2,26,2,6,2
1,2,26,2,8,1
1,2,26,4,4,20
1,2,26,5,2,15
1,2,26,5,4,1
1,2,26,5,5,7
1,2,26,5,6,5
1,2,26,5,7,2
1,2,26,5,8,1
1,2,26,6,6,33
1,2,26,7,4,1
1,2,26,7,5,1
1,2,26,7,6,1
1,2,26,7,7,16
1,2,26,8,2,1
1,2,26,8,6,1
1,2,26,8,8,1
1,2,27,2,2,421
1,2,27,2,3,1
1,2,27,2,4,10
1,2,27,2,5,4
1,2,27,2,7,1
1,2,27,4,2,3
1,2,27,4,4,32
1,2,27,4,6,1
1,2,27,5,2,18
1,2,27,5,4,5
1,2,27,5,5,6
1,2,27,5,6,2
1,2,27,5,7,7
1,2,27,5,8,1
1,2,27,6,2,2
1,2,27,6,5,1
1,2,27,6,6,34
1,2,27,6,7,1
1,2,27,6,8,1
1,2,27,7,5,1
1,2,27,7,7,19
1,2,27,8,7,1
1,2,27,8,8,7
1,2,28,2,2,413
1,2,28,2,4,4
1,2,28,2,5,3
1,2,28,2,6,2
1,2,28,2,8,1
1,2,28,3,2,1
1,2,28,4,2,3
1,2,28,4,3,1
1,2,28,4,4,44
1,2,28,5,2,22
1,2,28,5,4,4
1,2,28,5,5,7
1,2,28,5,6,1
1,2,28,5,7,5
1,2,28,6,2,2
1,2,28,6,4,1
1,2,28,6,6,43
1,2,28,6,8,1
1,2,28,7,2,1
1,2,28,7,5,3
1,2,28,7,7,22
1,2,28,8,5,2
1,2,28,8,6,1
1,2,28,8,7,2
1,2,28,8,8,9
1,2,29,2,2,471
1,2,29,2,3,3
1,2,29,2,4,12
1,2,29,2,5,6
1,2,29,2,8,1
1,2,29,3,3,1
1,2,29,4,2,5
1,2,29,4,4,48
1,2,29,4,5,1
1,2,29,5,2,17
1,2,29,5,4,3
1,2,29,5,5,12
1,2,29,5,6,3
1,2,29,5,7,4
1,2,29,6,4,2
1,2,29,6,5,1
1,2,29,6,6,62
1,2,29,7,2,2
1,2,29,7,5,2
1,2,29,7,7,24
1,2,29,8,2,3
1,2,29,8,4,1
1,2,29,8,6,2
1,2,29,8,8,9
1,2,30,2,2,513
1,2,30,2,3,1
1,2,30,2,4,16
1,2,30,2,5,2
1,2,30,2,6,1
1,2,30,2,8,3
1,2,30,4,2,3
1,2,30,4,4,52
1,2,30,5,2,11
1,2,30,5,4,9
1,2,30,5,5,10
1,2,30,5,6,8
1,2,30,5,7,7
1,2,30,5,8,1
1,2,30,6,2,1
1,2,30,6,6,76
1,2,30,6,8,1
1,2,30,7,5,1
1,2,30,7,6,1
1,2,30,7,7,37
1,2,30,7,8,2
1,2,30,8,5,1
1,2,30,8,8,6
1,2,31,2,2,591
1,2,31,2,3,3
1,2,31,2,4,18
1,2,31,2,5,8
1,2,31,2,6,2
1,2,31,2,7,1
1,2,31,3,3,3
1,2,31,4,2,4
1,2,31,4,4,67
1,2,31,4,5,1
1,2,31,4,6,1
1,2,31,5,2,17
1,2,31,5,3,1
1,2,31,5,4,6
1,2,31,5,5,9
1,2,31,5,6,13
1,2,31,5,7,8
1,2,31,6,4,1
1,2,31,6,6,111
1,2,31,6,8,1
1,2,31,7,4,1
1,2,31,7,5,1
1,2,31,7,6,3
1,2,31,7,7,26
1,2,31,7,8,1
1,2,31,8,2,1
1,2,31,8,4,1
1,2,31,8,6,1
1,2,31,8,7,4
1,2,31,8,8,5
1,2,32,2,2,620
1,2,32,2,3,3
1,2,32,2,4,28
1,2,32,2,5,5
1,2,32,2,6,3
1,2,32,2,7,3
1,2,32,2,8,3
1,2,32,3,2,1
1,2,32,3,3,1
1,2,32,3,4,1
1,2,32,4,2,4
1,2,32,4,4,59
1,2,32,4,5,2
1,2,32,4,7,1
1,2,32,5,2,11
1,2,32,5,4,4
1,2,32,5,5,12
1,2,32,5,6,12
1,2,32,5,7,4
1,2,32,5,8,3
1,2,32,6,2,1
1,2,32,6,4,1
1,2,32,6,6,105
1,2,32,6,8,1
1,2,32,7,2,1
1,2,32,7,4,1
1,2,32,7,6,1
1,2,32,7,7,38
1,2,32,8,4,4
1,2,32,8,6,2
1,2,32,8,7,1
1,2,32,8,8,13
1,2,33,2,2,628
1,2,33,2,3,2
1,2,33,2,4,27
1,2,33,2,5,4
1,2,33,2,6,2
1,2,33,2,8,2
1,2,33,3,3,6
1,2,33,4,2,8
1,2,33,4,4,47
1,2,33,4,5,1
1,2,33,4,6,1
1,2,33,4,8,1
1,2,33,5,2,17
1,2,33,5,3,1
1,2,33,5,4,4
1,2,33,5,5,7
1,2,33,5,6,9
1,2,33,5,7,8
1,2,33,5,8,1
1,2,33,6,2,1
1,2,33,6,6,93
1,2,33,7,7,47
1,2,33,8,2,2
1,2,33,8,5,1
1,2,33,8,7,1
1,2,33,8,8,7
1,2,34,2,2,583
1,2,34,2,3,1
1,2,34,2,4,21
1,2,34,2,5,3
1,2,34,2,6,3
1,2,34,2,8,2
1,2,34,3,2,1
1,2,34,3,3,1
1,2,34,4,2,8
1,2,34,4,4,68
1,2,34,4,5,1
1,2,34,4,6,3
1,2,34,5,2,18
1,2,34,5,4,2
1,2,34,5,5,12
1,2,34,5,6,10
1,2,34,5,7,13
1,2,34,5,8,5
1,2,34,6,6,99
1,2,34,6,7,1
1,2,34,6,8,1
1,2,34,7,5,3
1,2,34,7,7,39
1,2,34,8,2,2
1,2,34,8,4,1
1,2,34,8,6,2
1,2,34,8,7,2
1,2,34,8,8,9
1,2,35,2,2,584
1,2,35,2,3,4
1,2,35,2,4,21
1,2,35,2,5,3
1,2,35,2,6,3
1,2,35,2,8,2
1,2,35,3,2,1
1,2,35,3,3,1
1,2,35,3,5,1
1,2,35,4,2,4
1,2,35,4,4,48
1,2,35,5,2,19
1,2,35,5,3,2
1,2,35,5,4,2
1,2,35,5,5,7
1,2,35,5,6,11
1,2,35,5,7,8
1,2,35,5,8,4
1,2,35,6,2,4
1,2,35,6,6,110
1,2,35,7,2,2
1,2,35,7,4,1
1,2,35,7,5,1
1,2,35,7,7,28
1,2,35,8,4,1
1,2,35,8,8,9
1,2,36,2,2,568
1,2,36,2,3,3
1,2,36,2,4,25
1,2,36,2,5,3
