"age","sex","agehrp","ethnicityew","ethhuk11","n"
3,1,44,6,8,1
3,1,44,7,2,1
3,1,44,7,7,27
3,1,44,8,2,1
3,1,44,8,8,3
3,1,45,2,2,237
3,1,45,2,3,1
3,1,45,2,4,10
3,1,45,2,5,3
3,1,45,2,6,1
3,1,45,3,2,2
3,1,45,4,2,1
3,1,45,4,3,1
3,1,45,4,4,13
3,1,45,5,2,14
3,1,45,5,4,2
3,1,45,5,5,3
3,1,45,5,6,4
3,1,45,5,7,4
3,1,45,6,6,21
3,1,45,6,8,1
3,1,45,7,2,1
3,1,45,7,7,15
3,1,45,8,2,1
3,1,45,8,6,1
3,1,45,8,7,1
3,1,45,8,8,4
3,1,46,2,2,202
3,1,46,2,3,2
3,1,46,2,4,1
3,1,46,2,5,2
3,1,46,2,8,1
3,1,46,4,2,3
3,1,46,4,3,1
3,1,46,4,4,6
3,1,46,4,5,1
3,1,46,4,8,1
3,1,46,5,2,12
3,1,46,5,4,3
3,1,46,5,5,4
3,1,46,5,6,3
3,1,46,5,7,4
3,1,46,6,6,25
3,1,46,6,7,1
3,1,46,7,7,21
3,1,46,8,5,1
3,1,46,8,8,4
3,1,47,2,2,134
3,1,47,2,4,4
3,1,47,2,5,1
3,1,47,2,7,1
3,1,47,2,8,1
3,1,47,4,4,7
3,1,47,5,2,4
3,1,47,5,4,2
3,1,47,5,5,1
3,1,47,5,6,2
3,1,47,5,7,4
3,1,47,5,8,1
3,1,47,6,6,20
3,1,47,7,7,23
3,1,47,8,6,1
3,1,47,8,8,4
3,1,48,2,2,102
3,1,48,2,3,1
3,1,48,2,4,3
3,1,48,4,4,2
3,1,48,5,2,5
3,1,48,5,5,2
3,1,48,5,6,2
3,1,48,5,7,3
3,1,48,5,8,2
3,1,48,6,6,14
3,1,48,7,6,1
3,1,48,7,7,9
3,1,48,8,8,1
3,1,49,2,2,68
3,1,49,2,4,3
3,1,49,3,3,1
3,1,49,4,2,1
3,1,49,4,4,3
3,1,49,4,5,1
3,1,49,5,2,5
3,1,49,5,3,1
3,1,49,5,5,1
3,1,49,5,7,1
3,1,49,6,6,8
3,1,49,7,7,14
3,1,49,8,8,3
3,1,50,2,2,64
3,1,50,2,4,2
3,1,50,2,5,2
3,1,50,2,6,2
3,1,50,2,7,1
3,1,50,4,2,1
3,1,50,4,4,2
3,1,50,6,6,5
3,1,50,7,7,9
3,1,50,8,8,5
3,1,51,2,2,44
3,1,51,2,3,1
3,1,51,2,4,2
3,1,51,3,3,1
3,1,51,4,2,1
3,1,51,5,2,1
3,1,51,5,4,1
3,1,51,5,6,1
3,1,51,5,8,1
3,1,51,6,6,4
3,1,51,7,2,1
3,1,51,7,7,6
3,1,52,2,2,34
3,1,52,2,6,1
3,1,52,2,8,1
3,1,52,3,3,1
3,1,52,4,5,1
3,1,52,5,2,2
3,1,52,5,6,2
3,1,52,6,6,1
3,1,52,7,2,1
3,1,52,7,6,1
3,1,52,7,7,4
3,1,52,8,8,2
3,1,53,2,2,30
3,1,53,2,4,1
3,1,53,4,4,1
3,1,53,4,8,1
3,1,53,5,2,2
3,1,53,5,5,1
3,1,53,6,2,3
3,1,53,6,6,3
3,1,53,7,7,4
3,1,53,8,8,1
3,1,54,2,2,27
3,1,54,2,4,1
3,1,54,4,2,1
3,1,54,4,4,1
3,1,54,5,2,1
3,1,54,5,6,1
3,1,54,6,6,7
3,1,54,6,8,1
3,1,54,7,7,3
3,1,54,8,6,1
3,1,55,2,2,11
3,1,55,4,4,1
3,1,55,5,2,4
3,1,55,5,4,1
3,1,55,6,6,5
3,1,56,2,2,9
3,1,56,2,3,2
3,1,56,4,4,1
3,1,56,6,6,4
3,1,56,8,8,1
3,1,57,2,2,11
3,1,57,2,4,1
3,1,57,2,5,1
3,1,57,6,6,1
3,1,57,7,7,1
3,1,57,8,8,1
3,1,58,2,2,3
3,1,58,4,4,1
3,1,58,5,2,1
3,1,58,6,2,1
3,1,58,6,6,2
3,1,59,2,2,6
3,1,59,5,2,1
3,1,59,5,4,1
3,1,60,2,2,6
3,1,60,4,4,2
3,1,60,5,7,1
3,1,60,6,6,1
3,1,61,2,2,7
3,1,61,5,3,1
3,1,61,7,7,1
3,1,61,7,8,1
3,1,61,8,8,1
3,1,62,2,2,8
3,1,62,5,6,1
3,1,62,7,7,1
3,1,63,2,2,3
3,1,63,4,2,1
3,1,63,5,2,3
3,1,64,2,2,2
3,1,64,4,2,1
3,1,64,5,2,2
3,1,64,5,8,1
3,1,64,6,6,1
3,1,65,2,2,2
3,1,65,5,2,1
3,1,65,6,6,1
3,1,66,2,2,5
3,1,66,4,4,1
3,1,66,6,7,1
3,1,66,7,7,1
3,1,67,2,2,6
3,1,67,5,2,1
3,1,67,5,5,1
3,1,68,2,2,2
3,1,68,5,2,1
3,1,68,6,6,1
3,1,69,2,2,4
3,1,69,6,6,1
3,1,70,2,2,1
3,1,71,7,7,1
3,1,72,2,2,1
3,1,72,4,2,1
3,1,72,7,7,2
3,1,73,2,2,1
3,1,74,2,2,1
3,1,76,2,2,1
3,1,78,2,3,1
3,1,80,7,7,1
3,1,81,2,2,1
3,1,81,5,3,1
3,1,82,2,2,1
3,1,83,2,2,1
3,1,83,3,3,1
3,1,84,2,2,2
3,1,86,2,2,5
3,1,86,4,4,1
3,1,86,7,2,1
3,2,18,2,2,3
3,2,18,5,2,1
3,2,19,2,2,23
3,2,19,2,5,1
3,2,19,5,5,2
3,2,19,5,7,2
3,2,19,6,6,1
3,2,19,7,7,3
3,2,20,2,2,72
3,2,20,2,5,1
3,2,20,2,7,1
3,2,20,4,4,1
3,2,20,5,2,7
3,2,20,5,5,2
3,2,20,5,6,1
3,2,20,6,6,1
3,2,20,7,7,2
3,2,21,2,2,115
3,2,21,2,5,1
3,2,21,2,8,1
3,2,21,4,2,1
3,2,21,4,4,1
3,2,21,5,2,7
3,2,21,5,5,3
3,2,21,5,7,1
3,2,21,6,2,1
3,2,21,6,6,3
3,2,21,7,7,5
3,2,22,2,2,188
3,2,22,2,4,1
3,2,22,2,5,1
3,2,22,4,4,3
3,2,22,5,2,12
3,2,22,5,4,1
3,2,22,5,5,2
3,2,22,5,6,2
3,2,22,6,5,1
3,2,22,6,6,5
3,2,22,7,7,2
3,2,23,2,2,257
3,2,23,2,4,2
3,2,23,2,5,2
3,2,23,2,6,1
3,2,23,2,8,1
3,2,23,4,2,1
3,2,23,4,4,5
3,2,23,5,2,13
3,2,23,5,4,1
3,2,23,5,5,5
3,2,23,5,6,1
3,2,23,5,7,1
3,2,23,5,8,1
3,2,23,6,6,3
3,2,23,7,2,1
3,2,23,7,5,1
3,2,23,7,7,13
3,2,23,8,8,1
3,2,24,2,2,275
3,2,24,2,3,1
3,2,24,2,4,1
3,2,24,2,5,2
3,2,24,2,6,2
3,2,24,2,7,1
3,2,24,4,4,8
3,2,24,5,2,15
3,2,24,5,4,2
3,2,24,5,5,12
3,2,24,5,6,2
3,2,24,5,7,4
3,2,24,5,8,1
3,2,24,6,2,1
3,2,24,6,6,15
3,2,24,7,7,13
3,2,24,7,8,1
3,2,24,8,2,1
3,2,24,8,8,1
3,2,25,2,2,309
3,2,25,2,3,1
3,2,25,2,4,1
3,2,25,2,5,1
3,2,25,4,2,1
3,2,25,4,4,10
3,2,25,5,2,24
3,2,25,5,4,1
3,2,25,5,5,7
3,2,25,5,6,2
3,2,25,5,7,1
3,2,25,5,8,1
3,2,25,6,6,12
3,2,25,7,4,1
3,2,25,7,7,13
3,2,25,7,8,1
3,2,25,8,8,2
3,2,26,2,2,353
3,2,26,2,4,6
3,2,26,2,5,1
3,2,26,2,7,4
3,2,26,2,8,1
3,2,26,3,2,1
3,2,26,4,2,2
3,2,26,4,4,16
3,2,26,5,2,20
3,2,26,5,4,1
3,2,26,5,5,5
3,2,26,5,6,1
3,2,26,5,7,5
3,2,26,6,6,15
3,2,26,7,5,1
3,2,26,7,7,15
3,2,26,7,8,1
3,2,26,8,8,7
3,2,27,2,2,312
3,2,27,2,3,1
3,2,27,2,4,12
3,2,27,2,5,2
3,2,27,2,6,2
3,2,27,2,7,2
3,2,27,2,8,1
3,2,27,4,4,19
3,2,27,4,5,1
3,2,27,4,8,1
3,2,27,5,2,11
3,2,27,5,4,2
3,2,27,5,5,13
3,2,27,5,6,2
3,2,27,5,7,3
3,2,27,5,8,1
3,2,27,6,2,1
3,2,27,6,6,31
3,2,27,7,2,1
3,2,27,7,7,19
3,2,27,8,6,1
3,2,27,8,8,2
3,2,28,2,2,383
3,2,28,2,3,2
3,2,28,2,4,4
3,2,28,2,5,6
3,2,28,2,7,1
3,2,28,2,8,2
3,2,28,3,3,1
3,2,28,4,2,3
3,2,28,4,4,27
3,2,28,4,5,1
3,2,28,4,6,1
3,2,28,5,2,14
3,2,28,5,4,5
3,2,28,5,5,7
3,2,28,5,6,4
3,2,28,5,7,1
3,2,28,6,6,55
3,2,28,6,8,1
3,2,28,7,4,1
3,2,28,7,5,2
3,2,28,7,7,24
3,2,28,8,7,2
3,2,28,8,8,10
3,2,29,2,2,412
3,2,29,2,4,12
3,2,29,2,5,4
3,2,29,2,6,1
3,2,29,2,7,1
3,2,29,2,8,2
3,2,29,4,2,2
3,2,29,4,4,43
3,2,29,4,8,1
3,2,29,5,2,14
3,2,29,5,4,2
3,2,29,5,5,18
3,2,29,5,6,2
3,2,29,5,7,3
3,2,29,5,8,1
3,2,29,6,6,42
3,2,29,6,8,1
3,2,29,7,5,2
3,2,29,7,6,1
3,2,29,7,7,25
3,2,29,7,8,1
3,2,29,8,6,1
3,2,29,8,8,2
3,2,30,2,2,435
3,2,30,2,4,8
3,2,30,2,5,1
3,2,30,2,6,1
3,2,30,2,7,1
3,2,30,2,8,3
3,2,30,3,3,1
3,2,30,4,2,1
3,2,30,4,4,47
3,2,30,5,2,12
3,2,30,5,4,4
3,2,30,5,5,13
3,2,30,5,6,1
3,2,30,5,7,5
3,2,30,5,8,2
3,2,30,6,5,1
3,2,30,6,6,74
3,2,30,7,2,1
3,2,30,7,5,2
3,2,30,7,7,31
3,2,30,7,8,1
3,2,30,8,6,1
3,2,30,8,8,8
3,2,31,2,2,490
3,2,31,2,3,3
3,2,31,2,4,10
3,2,31,2,5,5
3,2,31,2,6,1
3,2,31,2,7,1
3,2,31,2,8,4
3,2,31,4,2,3
3,2,31,4,4,41
3,2,31,5,2,19
3,2,31,5,4,6
3,2,31,5,5,12
3,2,31,5,6,4
3,2,31,5,7,7
3,2,31,5,8,1
3,2,31,6,2,1
3,2,31,6,4,1
3,2,31,6,5,1
3,2,31,6,6,73
3,2,31,7,4,2
3,2,31,7,6,1
3,2,31,7,7,35
3,2,31,7,8,1
3,2,31,8,2,1
3,2,31,8,5,1
3,2,31,8,6,1
3,2,31,8,7,1
3,2,31,8,8,7
3,2,32,2,2,556
3,2,32,2,3,5
3,2,32,2,4,6
3,2,32,2,5,3
3,2,32,2,6,1
3,2,32,2,8,4
3,2,32,4,2,2
3,2,32,4,4,40
3,2,32,4,5,1
3,2,32,4,7,1
3,2,32,5,2,10
3,2,32,5,4,5
3,2,32,5,5,10
3,2,32,5,6,6
3,2,32,5,7,2
3,2,32,5,8,7
3,2,32,6,4,2
3,2,32,6,6,85
3,2,32,6,7,2
3,2,32,7,5,1
3,2,32,7,7,32
3,2,32,7,8,2
3,2,32,8,5,1
3,2,32,8,7,1
3,2,32,8,8,4
3,2,33,2,2,564
3,2,33,2,3,1
3,2,33,2,4,15
3,2,33,2,5,5
3,2,33,2,6,2
3,2,33,2,8,3
3,2,33,3,3,1
3,2,33,4,2,2
3,2,33,4,4,58
3,2,33,4,5,1
3,2,33,5,2,20
3,2,33,5,4,3
3,2,33,5,5,10
3,2,33,5,6,6
3,2,33,5,7,2
3,2,33,5,8,3
3,2,33,6,2,2
3,2,33,6,6,123
3,2,33,7,2,1
3,2,33,7,4,1
3,2,33,7,7,39
3,2,33,8,2,1
3,2,33,8,6,2
3,2,33,8,8,10
3,2,34,2,2,549
3,2,34,2,3,2
3,2,34,2,4,20
3,2,34,2,5,6
3,2,34,2,6,4
3,2,34,2,8,1
3,2,34,4,2,7
3,2,34,4,4,40
3,2,34,4,5,1
3,2,34,5,2,13
3,2,34,5,4,6
3,2,34,5,5,10
3,2,34,5,6,5
3,2,34,5,7,9
3,2,34,5,8,2
3,2,34,6,6,114
3,2,34,6,7,1
3,2,34,7,4,1
3,2,34,7,5,1
3,2,34,7,6,1
3,2,34,7,7,28
3,2,34,8,6,4
3,2,34,8,8,11
3,2,35,2,2,593
3,2,35,2,3,6
3,2,35,2,4,12
3,2,35,2,5,4
3,2,35,2,6,1
3,2,35,2,8,2
3,2,35,3,2,2
3,2,35,3,3,2
3,2,35,4,2,7
3,2,35,4,3,2
3,2,35,4,4,42
3,2,35,4,5,3
3,2,35,4,7,1
3,2,35,5,2,21
3,2,35,5,4,4
3,2,35,5,5,11
3,2,35,5,6,8
3,2,35,5,7,9
3,2,35,5,8,3
3,2,35,6,2,1
3,2,35,6,6,122
3,2,35,6,8,1
3,2,35,7,2,1
3,2,35,7,6,1
3,2,35,7,7,38
3,2,35,7,8,1
3,2,35,8,2,1
3,2,35,8,7,2
3,2,35,8,8,15
3,2,36,2,2,594
3,2,36,2,3,2
3,2,36,2,4,19
3,2,36,2,5,4
3,2,36,2,6,1
3,2,36,2,8,1
3,2,36,3,2,1
3,2,36,3,3,4
3,2,36,4,2,3
3,2,36,4,4,31
3,2,36,4,6,2
3,2,36,4,7,2
3,2,36,4,8,1
3,2,36,5,2,16
3,2,36,5,4,3
3,2,36,5,5,9
3,2,36,5,6,12
3,2,36,5,7,11
3,2,36,5,8,1
3,2,36,6,2,1
3,2,36,6,6,96
3,2,36,7,6,1
3,2,36,7,7,36
3,2,36,7,8,1
3,2,36,8,2,1
3,2,36,8,6,2
3,2,36,8,8,9
3,2,37,2,2,625
3,2,37,2,3,2
3,2,37,2,4,23
3,2,37,2,5,2
3,2,37,2,6,4
3,2,37,2,7,1
3,2,37,3,2,1
3,2,37,3,3,4
3,2,37,4,2,5
3,2,37,4,3,1
3,2,37,4,4,47
3,2,37,4,6,1
3,2,37,4,8,2
3,2,37,5,2,17
3,2,37,5,4,1
3,2,37,5,5,8
3,2,37,5,6,6
3,2,37,5,7,7
3,2,37,5,8,3
3,2,37,6,2,1
3,2,37,6,6,114
3,2,37,7,7,37
3,2,37,7,8,1
3,2,37,8,5,1
3,2,37,8,6,1
3,2,37,8,8,4
3,2,38,2,2,579
3,2,38,2,3,5
3,2,38,2,4,22
3,2,38,2,5,3
3,2,38,2,6,4
3,2,38,2,7,1
3,2,38,3,2,1
3,2,38,4,2,5
3,2,38,4,4,36
3,2,38,5,2,12
3,2,38,5,3,1
3,2,38,5,4,4
3,2,38,5,5,5
3,2,38,5,6,11
3,2,38,5,7,5
3,2,38,5,8,2
3,2,38,6,2,2
3,2,38,6,4,1
3,2,38,6,5,1
3,2,38,6,6,86
3,2,38,7,4,1
3,2,38,7,5,1
3,2,38,7,7,35
3,2,38,8,2,1
3,2,38,8,6,2
3,2,38,8,7,3
3,2,38,8,8,5
3,2,39,2,2,572
3,2,39,2,3,3
3,2,39,2,4,18
3,2,39,2,5,3
3,2,39,2,6,3
3,2,39,2,8,3
3,2,39,3,2,3
3,2,39,3,3,1
3,2,39,4,2,7
3,2,39,4,4,32
3,2,39,4,5,2
3,2,39,4,6,1
3,2,39,4,8,1
3,2,39,5,2,19
3,2,39,5,4,4
3,2,39,5,5,9
3,2,39,5,6,13
3,2,39,5,7,8
3,2,39,5,8,6
3,2,39,6,6,80
3,2,39,7,5,1
3,2,39,7,7,30
3,2,39,8,7,1
3,2,39,8,8,6
3,2,40,2,2,551
3,2,40,2,3,3
3,2,40,2,4,23
3,2,40,2,5,3
3,2,40,2,8,2
3,2,40,3,3,3
3,2,40,4,2,3
3,2,40,4,3,2
3,2,40,4,4,20
3,2,40,4,5,1
3,2,40,4,6,2
3,2,40,5,2,19
3,2,40,5,3,2
3,2,40,5,4,6
3,2,40,5,5,9
3,2,40,5,6,10
3,2,40,5,7,7
3,2,40,5,8,3
3,2,40,6,2,2
3,2,40,6,6,88
3,2,40,7,2,2
3,2,40,7,5,1
3,2,40,7,7,37
3,2,40,7,8,1
3,2,40,8,8,14
3,2,41,2,2,501
3,2,41,2,3,4
3,2,41,2,4,14
3,2,41,2,5,7
3,2,41,2,6,1
3,2,41,2,8,1
3,2,41,3,2,1
3,2,41,3,3,1
3,2,41,4,2,3
3,2,41,4,4,21
3,2,41,5,2,10
3,2,41,5,4,2
3,2,41,5,5,3
3,2,41,5,6,6
3,2,41,5,7,8
3,2,41,5,8,1
3,2,41,6,2,2
3,2,41,6,6,62
3,2,41,6,8,1
3,2,41,7,6,2
3,2,41,7,7,28
3,2,41,7,8,1
3,2,41,8,4,1
3,2,41,8,8,7
3,2,42,2,2,398
3,2,42,2,3,1
3,2,42,2,4,10
3,2,42,2,5,2
3,2,42,2,6,1
3,2,42,2,8,1
3,2,42,3,2,1
3,2,42,3,3,4
3,2,42,3,4,1
3,2,42,4,2,4
3,2,42,4,4,12
3,2,42,4,5,1
3,2,42,4,8,1
3,2,42,5,2,15
3,2,42,5,4,5
3,2,42,5,5,6
3,2,42,5,6,4
3,2,42,5,7,3
3,2,42,5,8,1
3,2,42,6,2,2
3,2,42,6,4,1
3,2,42,6,5,1
3,2,42,6,6,61
3,2,42,6,8,1
3,2,42,7,2,1
3,2,42,7,7,31
3,2,42,8,2,1
3,2,42,8,4,1
3,2,42,8,8,5
3,2,43,2,2,358
3,2,43,2,3,1
3,2,43,2,4,10
3,2,43,2,5,4
3,2,43,3,3,1
3,2,43,4,2,1
3,2,43,4,4,12
3,2,43,5,2,13
3,2,43,5,4,1
3,2,43,5,5,3
3,2,43,5,6,6
3,2,43,5,7,4
3,2,43,6,4,1
3,2,43,6,6,45
3,2,43,6,8,1
3,2,43,7,2,3
3,2,43,7,7,25
3,2,43,8,2,1
3,2,43,8,4,1
3,2,43,8,7,3
3,2,43,8,8,9
3,2,44,2,2,292
3,2,44,2,3,1
3,2,44,2,4,5
3,2,44,2,5,4
3,2,44,2,8,1
3,2,44,3,3,1
3,2,44,3,4,1
3,2,44,4,2,3
3,2,44,4,4,17
3,2,44,4,5,1
3,2,44,4,6,1
3,2,44,5,2,12
3,2,44,5,4,2
3,2,44,5,5,1
3,2,44,5,6,4
3,2,44,5,7,9
3,2,44,5,8,1
3,2,44,6,2,1
3,2,44,6,4,2
3,2,44,6,6,25
3,2,44,7,5,1
3,2,44,7,7,26
3,2,44,8,7,1
3,2,44,8,8,6
3,2,45,2,2,204
3,2,45,2,3,2
3,2,45,2,4,9
3,2,45,2,5,3
3,2,45,4,3,3
3,2,45,4,4,9
3,2,45,5,2,9
3,2,45,5,3,1
3,2,45,5,4,1
3,2,45,5,5,4
3,2,45,5,7,3
3,2,45,6,2,1
3,2,45,6,3,1
3,2,45,6,6,23
3,2,45,6,7,2
3,2,45,7,7,24
3,2,45,8,8,6
3,2,46,2,2,183
3,2,46,2,3,1
3,2,46,2,4,3
3,2,46,2,5,2
3,2,46,2,6,2
3,2,46,2,7,1
3,2,46,2,8,1
3,2,46,3,3,1
3,2,46,4,2,1
3,2,46,4,4,6
3,2,46,5,2,3
3,2,46,5,4,1
3,2,46,5,5,4
3,2,46,5,6,1
3,2,46,5,7,3
3,2,46,5,8,1
3,2,46,6,2,1
3,2,46,6,6,17
3,2,46,7,4,1
3,2,46,7,7,13
3,2,46,8,7,1
3,2,46,8,8,5
3,2,47,2,2,122
3,2,47,2,3,3
3,2,47,2,4,4
3,2,47,3,2,1
3,2,47,3,3,1
3,2,47,4,2,2
3,2,47,4,4,9
3,2,47,5,2,6
3,2,47,5,4,1
3,2,47,5,5,6
3,2,47,5,6,1
3,2,47,5,7,1
3,2,47,5,8,1
3,2,47,6,2,3
3,2,47,6,6,14
3,2,47,6,7,1
3,2,47,7,2,1
3,2,47,7,7,11
3,2,47,8,7,1
3,2,47,8,8,6
3,2,48,2,2,86
3,2,48,2,3,1
3,2,48,2,4,1
3,2,48,3,3,1
3,2,48,4,2,2
3,2,48,4,4,4
3,2,48,5,2,4
3,2,48,5,5,2
3,2,48,5,6,3
3,2,48,6,2,2
3,2,48,6,6,11
3,2,48,7,7,9
3,2,48,8,7,1
3,2,48,8,8,4
3,2,49,2,2,71
3,2,49,2,4,3
3,2,49,4,2,3
3,2,49,4,4,3
3,2,49,5,2,1
3,2,49,5,5,1
3,2,49,5,7,3
3,2,49,6,6,12
3,2,49,7,5,1
3,2,49,7,7,6
3,2,49,8,2,1
3,2,49,8,8,3
3,2,50,2,2,70
3,2,50,2,3,1
3,2,50,4,2,1
3,2,50,4,4,1
3,2,50,5,2,7
3,2,50,6,6,7
3,2,50,7,7,2
3,2,50,8,8,1
3,2,51,2,2,38
3,2,51,2,3,2
3,2,51,2,5,1
3,2,51,2,7,1
3,2,51,4,2,1
3,2,51,4,4,1
3,2,51,5,2,7
3,2,51,6,6,3
3,2,51,7,7,5
3,2,51,8,6,1
3,2,52,2,2,39
3,2,52,2,4,1
3,2,52,2,5,1
3,2,52,4,2,1
3,2,52,4,4,2
3,2,52,5,2,1
3,2,52,5,4,1
3,2,52,5,7,1
3,2,52,6,6,6
3,2,52,7,2,1
3,2,52,7,7,5
3,2,53,2,2,26
3,2,53,2,5,1
3,2,53,3,2,1
3,2,53,3,3,1
3,2,53,4,4,2
3,2,53,4,8,2
3,2,53,5,2,1
3,2,53,5,4,1
3,2,53,6,6,3
3,2,53,7,7,2
3,2,53,8,6,1
3,2,54,2,2,23
3,2,54,5,2,5
3,2,54,6,2,1
3,2,54,7,7,3
3,2,54,8,8,2
3,2,55,2,2,12
3,2,55,2,4,1
3,2,55,2,8,1
3,2,55,4,2,1
3,2,55,4,4,1
3,2,55,6,2,1
3,2,55,6,6,4
3,2,55,7,7,4
3,2,55,8,8,2
3,2,56,2,2,10
3,2,56,4,2,1
3,2,56,4,3,1
3,2,56,5,2,1
3,2,56,5,5,1
3,2,56,5,7,1
3,2,56,6,6,1
3,2,56,7,7,1
3,2,57,2,2,16
3,2,57,2,4,2
3,2,57,4,2,1
3,2,57,4,4,1
3,2,57,5,4,1
3,2,57,6,6,2
3,2,57,7,7,1
3,2,58,2,2,6
3,2,58,5,2,1
3,2,58,6,2,1
3,2,58,6,6,2
3,2,58,7,7,2
3,2,58,8,8,1
3,2,59,2,2,7
3,2,59,6,6,1
3,2,60,2,2,8
3,2,60,7,7,1
3,2,61,2,2,12
3,2,61,5,2,1
3,2,61,6,6,1
3,2,61,7,7,1
3,2,62,2,2,1
3,2,62,4,4,1
3,2,62,5,8,1
3,2,62,6,2,1
3,2,62,6,6,1
3,2,62,8,2,1
3,2,62,8,8,1
3,2,63,2,2,3
3,2,64,2,2,3
3,2,64,5,2,1
3,2,64,6,6,1
3,2,65,2,2,2
3,2,65,6,6,1
3,2,66,2,2,2
3,2,66,6,6,1
3,2,67,6,6,1
3,2,68,2,2,3
3,2,68,6,6,1
3,2,69,2,2,2
3,2,69,7,2,1
3,2,70,2,2,1
3,2,71,2,2,1
3,2,71,4,2,1
3,2,73,2,2,1
3,2,73,5,2,1
3,2,74,2,2,2
3,2,76,7,7,1
3,2,77,2,2,1
3,2,77,2,7,1
3,2,77,5,2,1
3,2,79,2,2,1
3,2,80,2,2,1
3,2,83,2,2,1
3,2,86,2,2,3
3,2,86,2,4,1
3,2,86,4,2,1
3,2,86,5,2,1
4,1,18,2,2,3
4,1,18,8,2,1
4,1,19,2,2,9
4,1,19,2,4,1
4,1,19,5,7,1
4,1,19,7,7,1
4,1,20,2,2,36
4,1,20,2,5,1
4,1,20,4,4,1
4,1,20,5,5,4
4,1,20,7,5,1
4,1,20,7,7,1
4,1,21,2,2,82
4,1,21,2,5,2
4,1,21,4,2,1
4,1,21,4,4,1
4,1,21,5,2,3
4,1,21,5,5,1
4,1,21,7,2,1
4,1,22,2,2,136
4,1,22,2,5,3
4,1,22,2,6,2
4,1,22,4,4,5
4,1,22,5,2,9
4,1,22,5,5,8
4,1,22,5,7,1
4,1,22,6,2,1
4,1,22,6,6,1
4,1,22,7,2,1
4,1,22,7,7,11
4,1,22,8,4,1
4,1,22,8,8,1
4,1,23,2,2,210
4,1,23,2,3,1
4,1,23,2,5,4
4,1,23,2,7,1
4,1,23,3,3,1
4,1,23,4,2,3
4,1,23,4,4,7
4,1,23,5,2,8
4,1,23,5,5,9
4,1,23,5,7,2
4,1,23,5,8,1
4,1,23,6,6,4
4,1,23,7,2,2
4,1,23,7,5,1
4,1,23,7,7,13
4,1,23,8,8,2
4,1,24,2,2,256
4,1,24,2,3,2
4,1,24,2,4,4
4,1,24,2,5,3
4,1,24,2,6,1
4,1,24,2,8,1
4,1,24,4,2,1
4,1,24,4,4,4
4,1,24,4,5,1
4,1,24,4,7,2
4,1,24,5,2,14
4,1,24,5,5,6
4,1,24,5,7,2
4,1,24,6,2,1
4,1,24,6,6,7
4,1,24,7,5,1
4,1,24,7,7,23
4,1,24,8,7,1
4,1,24,8,8,3
4,1,25,2,2,286
4,1,25,2,3,1
4,1,25,2,4,6
4,1,25,2,5,1
4,1,25,2,8,1
4,1,25,4,2,3
4,1,25,4,4,6
4,1,25,4,7,1
4,1,25,5,2,11
4,1,25,5,4,1
4,1,25,5,5,8
4,1,25,5,6,1
4,1,25,5,7,2
4,1,25,6,2,3
4,1,25,6,6,11
4,1,25,7,7,14
4,1,26,2,2,334
4,1,26,2,4,9
4,1,26,2,5,3
4,1,26,2,6,1
4,1,26,3,2,1
4,1,26,3,3,1
4,1,26,4,2,3
4,1,26,4,4,22
4,1,26,4,5,1
4,1,26,5,2,14
4,1,26,5,4,1
4,1,26,5,5,9
4,1,26,5,7,2
4,1,26,6,6,13
4,1,26,7,5,3
4,1,26,7,7,23
4,1,26,8,2,1
4,1,26,8,4,1
4,1,26,8,8,6
4,1,27,2,2,367
4,1,27,2,4,13
4,1,27,2,5,4
4,1,27,4,2,1
4,1,27,4,4,19
4,1,27,4,5,1
4,1,27,4,8,1
4,1,27,5,2,13
4,1,27,5,4,1
4,1,27,5,5,6
4,1,27,5,6,1
4,1,27,5,7,2
4,1,27,6,6,25
4,1,27,7,5,3
4,1,27,7,7,20
4,1,27,8,2,1
4,1,27,8,8,1
4,1,28,2,2,354
4,1,28,2,3,1
4,1,28,2,4,8
4,1,28,2,5,3
4,1,28,2,6,2
4,1,28,2,8,2
4,1,28,4,2,1
4,1,28,4,4,23
4,1,28,4,6,1
4,1,28,4,8,1
4,1,28,5,2,19
4,1,28,5,3,1
4,1,28,5,4,4
4,1,28,5,5,7
4,1,28,5,6,2
4,1,28,5,7,4
4,1,28,5,8,3
4,1,28,6,6,24
4,1,28,7,7,24
4,1,28,7,8,1
4,1,28,8,2,1
4,1,28,8,7,1
4,1,28,8,8,5
4,1,29,2,2,371
4,1,29,2,3,1
4,1,29,2,4,11
4,1,29,2,5,2
4,1,29,2,6,4
4,1,29,3,4,1
4,1,29,4,2,2
4,1,29,4,4,24
4,1,29,5,2,20
4,1,29,5,4,4
4,1,29,5,5,8
4,1,29,5,6,5
4,1,29,5,7,3
4,1,29,5,8,2
4,1,29,6,2,1
4,1,29,6,6,38
4,1,29,6,7,1
4,1,29,7,2,1
4,1,29,7,5,1
4,1,29,7,7,27
4,1,29,8,6,2
4,1,29,8,8,5
4,1,30,2,2,397
4,1,30,2,3,5
4,1,30,2,4,9
4,1,30,2,5,5
4,1,30,2,6,3
4,1,30,2,7,2
4,1,30,4,2,1
4,1,30,4,4,28
4,1,30,4,8,1
4,1,30,5,2,18
4,1,30,5,4,4
4,1,30,5,5,6
4,1,30,5,6,2
4,1,30,5,7,4
4,1,30,5,8,1
4,1,30,6,2,1
