age,agehrp,ethnicityew,ethhuk11,n,samesex
31,35,8,2,4,FALSE
31,35,8,4,2,FALSE
31,35,8,6,4,FALSE
31,35,8,7,1,FALSE
31,35,8,8,10,FALSE
31,36,2,2,539,FALSE
31,36,2,3,3,FALSE
31,36,2,4,17,FALSE
31,36,2,5,3,FALSE
31,36,2,6,4,FALSE
31,36,2,7,5,FALSE
31,36,2,8,2,FALSE
31,36,3,2,1,FALSE
31,36,3,3,1,FALSE
31,36,3,6,1,FALSE
31,36,4,2,29,FALSE
31,36,4,4,58,FALSE
31,36,4,5,1,FALSE
31,36,4,6,5,FALSE
31,36,4,7,3,FALSE
31,36,4,8,1,FALSE
31,36,5,2,7,FALSE
31,36,5,4,1,FALSE
31,36,5,5,3,FALSE
31,36,5,6,1,FALSE
31,36,5,7,1,FALSE
31,36,6,2,10,FALSE
31,36,6,4,1,FALSE
31,36,6,5,3,FALSE
31,36,6,6,104,FALSE
31,36,7,2,2,FALSE
31,36,7,4,1,FALSE
31,36,7,5,1,FALSE
31,36,7,7,32,FALSE
31,36,8,2,3,FALSE
31,36,8,4,2,FALSE
31,36,8,6,1,FALSE
31,36,8,8,8,FALSE
31,37,2,2,415,FALSE
31,37,2,3,1,FALSE
31,37,2,4,16,FALSE
31,37,2,5,4,FALSE
31,37,2,6,8,FALSE
31,37,2,8,1,FALSE
31,37,3,2,2,FALSE
31,37,3,3,1,FALSE
31,37,3,4,1,FALSE
31,37,4,2,24,FALSE
31,37,4,4,44,FALSE
31,37,4,5,2,FALSE
31,37,4,6,2,FALSE
31,37,4,7,1,FALSE
31,37,4,8,1,FALSE
31,37,5,2,7,FALSE
31,37,5,5,2,FALSE
31,37,5,6,3,FALSE
31,37,6,2,8,FALSE
31,37,6,4,1,FALSE
31,37,6,6,108,FALSE
31,37,6,8,2,FALSE
31,37,7,2,3,FALSE
31,37,7,4,2,FALSE
31,37,7,5,1,FALSE
31,37,7,7,14,FALSE
31,37,8,2,1,FALSE
31,37,8,4,1,FALSE
31,37,8,5,1,FALSE
31,37,8,7,1,FALSE
31,37,8,8,8,FALSE
31,38,2,2,331,FALSE
31,38,2,3,3,FALSE
31,38,2,4,8,FALSE
31,38,2,5,3,FALSE
31,38,2,6,4,FALSE
31,38,2,7,1,FALSE
31,38,2,8,1,FALSE
31,38,3,2,4,FALSE
31,38,3,3,2,FALSE
31,38,4,2,21,FALSE
31,38,4,4,36,FALSE
31,38,4,8,2,FALSE
31,38,5,2,3,FALSE
31,38,5,4,3,FALSE
31,38,5,6,2,FALSE
31,38,5,7,2,FALSE
31,38,6,2,5,FALSE
31,38,6,4,2,FALSE
31,38,6,6,72,FALSE
31,38,6,8,1,FALSE
31,38,7,5,1,FALSE
31,38,7,7,15,FALSE
31,38,8,4,1,FALSE
31,38,8,5,1,FALSE
31,38,8,6,2,FALSE
31,38,8,8,4,FALSE
31,39,2,2,266,FALSE
31,39,2,4,9,FALSE
31,39,2,5,3,FALSE
31,39,2,6,3,FALSE
31,39,2,7,3,FALSE
31,39,2,8,1,FALSE
31,39,3,2,3,FALSE
31,39,4,2,18,FALSE
31,39,4,4,13,FALSE
31,39,4,6,3,FALSE
31,39,4,7,1,FALSE
31,39,4,8,1,FALSE
31,39,5,2,2,FALSE
31,39,5,5,1,FALSE
31,39,5,7,1,FALSE
31,39,6,2,7,FALSE
31,39,6,6,60,FALSE
31,39,7,2,1,FALSE
31,39,7,6,1,FALSE
31,39,7,7,17,FALSE
31,39,7,8,1,FALSE
31,39,8,2,3,FALSE
31,39,8,4,1,FALSE
31,39,8,8,7,FALSE
31,40,2,2,201,FALSE
31,40,2,3,2,FALSE
31,40,2,4,5,FALSE
31,40,2,5,3,FALSE
31,40,2,6,2,FALSE
31,40,2,7,6,FALSE
31,40,2,8,1,FALSE
31,40,3,2,1,FALSE
31,40,3,3,1,FALSE
31,40,4,2,20,FALSE
31,40,4,4,13,FALSE
31,40,4,5,2,FALSE
31,40,4,7,1,FALSE
31,40,4,8,1,FALSE
31,40,5,2,3,FALSE
31,40,5,6,1,FALSE
31,40,6,2,10,FALSE
31,40,6,5,1,FALSE
31,40,6,6,38,FALSE
31,40,7,2,1,FALSE
31,40,7,7,10,FALSE
31,40,7,8,1,FALSE
31,40,8,2,1,FALSE
31,40,8,4,1,FALSE
31,40,8,8,5,FALSE
31,41,2,2,182,FALSE
31,41,2,3,1,FALSE
31,41,2,4,7,FALSE
31,41,2,5,3,FALSE
31,41,2,6,3,FALSE
31,41,4,2,14,FALSE
31,41,4,4,9,FALSE
31,41,4,6,2,FALSE
31,41,4,7,5,FALSE
31,41,4,8,1,FALSE
31,41,5,2,1,FALSE
31,41,5,8,1,FALSE
31,41,6,2,1,FALSE
31,41,6,6,38,FALSE
31,41,6,7,2,FALSE
31,41,7,7,10,FALSE
31,41,8,2,2,FALSE
31,41,8,4,1,FALSE
31,41,8,6,2,FALSE
31,41,8,7,2,FALSE
31,41,8,8,4,FALSE
31,42,2,2,137,FALSE
31,42,2,3,2,FALSE
31,42,2,4,1,FALSE
31,42,2,5,2,FALSE
31,42,2,6,2,FALSE
31,42,2,7,2,FALSE
31,42,2,8,1,FALSE
31,42,3,2,2,FALSE
31,42,4,2,8,FALSE
31,42,4,4,7,FALSE
31,42,4,5,1,FALSE
31,42,4,6,1,FALSE
31,42,4,7,1,FALSE
31,42,4,8,1,FALSE
31,42,5,2,3,FALSE
31,42,5,5,2,FALSE
31,42,6,2,5,FALSE
31,42,6,6,20,FALSE
31,42,6,8,1,FALSE
31,42,7,7,11,FALSE
31,42,8,8,2,FALSE
31,43,2,2,87,FALSE
31,43,2,3,1,FALSE
31,43,2,4,2,FALSE
31,43,2,5,1,FALSE
31,43,2,6,3,FALSE
31,43,3,2,1,FALSE
31,43,4,2,4,FALSE
31,43,4,4,4,FALSE
31,43,6,2,2,FALSE
31,43,6,6,18,FALSE
31,43,6,7,1,FALSE
31,43,7,3,1,FALSE
31,43,7,4,1,FALSE
31,43,7,7,9,FALSE
31,43,7,8,1,FALSE
31,43,8,4,1,FALSE
31,43,8,8,1,FALSE
31,44,2,2,86,FALSE
31,44,2,3,1,FALSE
31,44,2,4,2,FALSE
31,44,2,5,2,FALSE
31,44,2,7,2,FALSE
31,44,3,2,1,FALSE
31,44,4,2,5,FALSE
31,44,4,4,3,FALSE
31,44,4,6,1,FALSE
31,44,5,2,1,FALSE
31,44,5,4,1,FALSE
31,44,5,5,1,FALSE
31,44,6,2,4,FALSE
31,44,6,4,1,FALSE
31,44,6,6,6,FALSE
31,44,7,7,10,FALSE
31,44,8,8,1,FALSE
31,45,2,2,71,FALSE
31,45,2,5,1,FALSE
31,45,2,8,1,FALSE
31,45,4,2,6,FALSE
31,45,4,4,2,FALSE
31,45,4,5,1,FALSE
31,45,5,5,1,FALSE
31,45,5,6,2,FALSE
31,45,6,2,1,FALSE
31,45,6,6,8,FALSE
31,45,6,7,1,FALSE
31,45,7,2,2,FALSE
31,45,7,3,1,FALSE
31,45,7,6,1,FALSE
31,45,7,7,4,FALSE
31,45,8,2,1,FALSE
31,45,8,8,2,FALSE
31,46,2,2,61,FALSE
31,46,2,4,3,FALSE
31,46,2,7,1,FALSE
31,46,4,2,6,FALSE
31,46,4,3,1,FALSE
31,46,4,4,4,FALSE
31,46,4,7,2,FALSE
31,46,5,2,2,FALSE
31,46,5,5,1,FALSE
31,46,6,2,2,FALSE
31,46,6,5,1,FALSE
31,46,6,6,4,FALSE
31,46,6,7,1,FALSE
31,46,7,2,1,FALSE
31,46,7,4,1,FALSE
31,46,7,7,5,FALSE
31,46,8,2,1,FALSE
31,46,8,3,1,FALSE
31,46,8,7,1,FALSE
31,46,8,8,1,FALSE
31,47,2,2,45,FALSE
31,47,2,5,1,FALSE
31,47,2,7,1,FALSE
31,47,4,2,5,FALSE
31,47,4,4,6,FALSE
31,47,4,7,2,FALSE
31,47,5,2,1,FALSE
31,47,6,2,2,FALSE
31,47,6,6,7,FALSE
31,47,7,2,2,FALSE
31,47,7,7,2,FALSE
31,48,2,2,41,FALSE
31,48,3,2,1,FALSE
31,48,4,2,8,FALSE
31,48,4,4,3,FALSE
31,48,5,7,1,FALSE
31,48,6,2,3,FALSE
31,48,6,3,1,FALSE
31,48,6,6,3,FALSE
31,48,6,8,1,FALSE
31,48,7,7,1,FALSE
31,48,8,2,2,FALSE
31,49,2,2,23,FALSE
31,49,2,4,1,FALSE
31,49,4,2,2,FALSE
31,49,6,2,7,FALSE
31,49,6,6,4,FALSE
31,49,7,7,1,FALSE
31,49,8,8,1,FALSE
31,50,2,2,17,FALSE
31,50,2,5,1,FALSE
31,50,2,6,1,FALSE
31,50,4,2,1,FALSE
31,50,4,4,4,FALSE
31,50,4,6,1,FALSE
31,50,4,8,2,FALSE
31,50,6,2,1,FALSE
31,50,7,7,2,FALSE
31,50,8,2,1,FALSE
31,51,2,2,15,FALSE
31,51,4,2,1,FALSE
31,51,4,4,1,FALSE
31,51,6,4,1,FALSE
31,51,7,4,1,FALSE
31,51,8,2,1,FALSE
31,52,2,2,16,FALSE
31,52,4,2,1,FALSE
31,52,4,4,2,FALSE
31,52,6,2,2,FALSE
31,52,6,6,3,FALSE
31,52,7,7,1,FALSE
31,53,2,2,9,FALSE
31,53,6,6,1,FALSE
31,53,7,2,1,FALSE
31,53,7,7,1,FALSE
31,54,2,2,1,FALSE
31,54,2,7,1,FALSE
31,54,4,4,1,FALSE
31,54,4,8,1,FALSE
31,54,5,5,1,FALSE
31,54,6,2,2,FALSE
31,54,6,6,1,FALSE
31,54,7,7,2,FALSE
31,54,8,2,1,FALSE
31,55,2,2,2,FALSE
31,55,2,5,1,FALSE
31,55,4,2,1,FALSE
31,55,4,4,2,FALSE
31,55,6,2,1,FALSE
31,55,6,6,1,FALSE
31,56,2,2,9,FALSE
31,56,4,4,1,FALSE
31,56,6,6,1,FALSE
31,56,7,2,1,FALSE
31,57,2,2,5,FALSE
31,57,4,2,1,FALSE
31,57,6,2,1,FALSE
31,57,6,5,1,FALSE
31,57,8,2,1,FALSE
31,58,2,2,3,FALSE
31,58,4,2,1,FALSE
31,58,6,2,1,FALSE
31,58,6,3,1,FALSE
31,58,6,6,1,FALSE
31,58,8,7,1,FALSE
31,59,2,2,1,FALSE
31,59,4,2,1,FALSE
31,59,6,6,1,FALSE
31,59,8,8,1,FALSE
31,60,2,2,2,FALSE
31,61,2,2,3,FALSE
31,61,6,2,1,FALSE
31,61,6,6,1,FALSE
31,62,2,2,2,FALSE
31,63,2,2,3,FALSE
31,64,2,2,1,FALSE
31,64,6,6,1,FALSE
31,65,6,2,1,FALSE
31,66,2,2,1,FALSE
31,69,2,2,1,FALSE
31,69,7,4,1,FALSE
31,69,7,7,1,FALSE
31,73,2,2,1,FALSE
31,73,6,6,1,FALSE
31,74,6,6,1,FALSE
31,76,2,2,1,FALSE
31,76,5,7,1,FALSE
31,77,2,2,1,FALSE
31,79,2,2,1,FALSE
31,80,2,2,1,FALSE
31,81,2,2,1,FALSE
31,82,2,2,2,FALSE
31,82,3,3,1,FALSE
31,82,4,2,1,FALSE
31,82,6,6,1,FALSE
31,84,2,2,2,FALSE
31,84,4,2,1,FALSE
31,86,2,2,3,FALSE
32,19,2,2,1,FALSE
32,20,7,7,1,FALSE
32,21,2,2,3,FALSE
32,21,6,6,1,FALSE
32,21,7,4,1,FALSE
32,21,7,7,1,FALSE
32,22,2,2,5,FALSE
32,22,2,5,1,FALSE
32,22,8,7,1,FALSE
32,22,8,8,1,FALSE
32,23,2,2,8,FALSE
32,23,4,4,1,FALSE
32,23,4,5,1,FALSE
32,23,6,2,1,FALSE
32,23,6,6,5,FALSE
32,23,7,2,1,FALSE
32,23,7,7,2,FALSE
32,24,2,2,22,FALSE
32,24,2,7,1,FALSE
32,24,4,2,3,FALSE
32,24,4,4,4,FALSE
32,24,4,7,1,FALSE
32,24,6,2,1,FALSE
32,24,6,6,1,FALSE
32,24,7,2,2,FALSE
32,24,7,5,1,FALSE
32,24,7,7,3,FALSE
32,24,8,8,1,FALSE
32,25,2,2,31,FALSE
32,25,2,3,1,FALSE
32,25,2,4,3,FALSE
32,25,4,2,3,FALSE
32,25,4,4,2,FALSE
32,25,5,2,1,FALSE
32,25,6,6,4,FALSE
32,25,8,2,1,FALSE
32,26,2,2,38,FALSE
32,26,2,3,1,FALSE
32,26,2,5,1,FALSE
32,26,2,8,1,FALSE
32,26,4,2,1,FALSE
32,26,4,4,4,FALSE
32,26,4,7,1,FALSE
32,26,5,2,1,FALSE
32,26,6,5,1,FALSE
32,26,6,6,6,FALSE
32,26,7,7,1,FALSE
32,26,8,2,1,FALSE
32,26,8,5,1,FALSE
32,27,2,2,51,FALSE
32,27,2,8,1,FALSE
32,27,4,2,1,FALSE
32,27,4,4,9,FALSE
32,27,5,2,1,FALSE
32,27,5,5,1,FALSE
32,27,6,2,2,FALSE
32,27,6,4,1,FALSE
32,27,6,6,8,FALSE
32,27,7,7,4,FALSE
32,27,8,2,1,FALSE
32,28,2,2,77,FALSE
32,28,2,4,3,FALSE
32,28,2,5,1,FALSE
32,28,4,2,3,FALSE
32,28,4,4,13,FALSE
32,28,4,5,1,FALSE
32,28,4,6,1,FALSE
32,28,5,2,2,FALSE
32,28,5,7,1,FALSE
32,28,6,2,2,FALSE
32,28,6,6,11,FALSE
32,28,7,2,1,FALSE
32,28,7,4,1,FALSE
32,28,7,7,5,FALSE
32,28,8,4,1,FALSE
32,28,8,8,3,FALSE
32,29,2,2,123,FALSE
32,29,2,4,5,FALSE
32,29,2,5,5,FALSE
32,29,2,6,1,FALSE
32,29,2,8,1,FALSE
32,29,3,2,2,FALSE
32,29,4,2,3,FALSE
32,29,4,4,17,FALSE
32,29,4,7,1,FALSE
32,29,5,4,1,FALSE
32,29,5,5,1,FALSE
32,29,6,4,1,FALSE
32,29,6,5,1,FALSE
32,29,6,6,17,FALSE
32,29,7,2,1,FALSE
32,29,7,4,1,FALSE
32,29,7,5,1,FALSE
32,29,7,7,11,FALSE
32,30,2,2,178,FALSE
32,30,2,3,2,FALSE
32,30,2,4,6,FALSE
32,30,2,5,4,FALSE
32,30,2,7,4,FALSE
32,30,2,8,1,FALSE
32,30,3,4,1,FALSE
32,30,4,2,6,FALSE
32,30,4,4,28,FALSE
32,30,4,6,3,FALSE
32,30,5,5,1,FALSE
32,30,5,6,1,FALSE
32,30,6,2,6,FALSE
32,30,6,6,33,FALSE
32,30,7,4,1,FALSE
32,30,7,5,1,FALSE
32,30,7,7,4,FALSE
32,30,8,4,2,FALSE
32,30,8,8,3,FALSE
32,31,2,2,299,FALSE
32,31,2,4,4,FALSE
32,31,2,5,2,FALSE
32,31,2,6,4,FALSE
32,31,2,7,1,FALSE
32,31,2,8,1,FALSE
32,31,3,2,3,FALSE
32,31,4,2,6,FALSE
32,31,4,4,44,FALSE
32,31,4,5,2,FALSE
32,31,4,6,2,FALSE
32,31,4,7,1,FALSE
32,31,4,8,1,FALSE
32,31,5,2,6,FALSE
32,31,5,5,2,FALSE
32,31,6,2,2,FALSE
32,31,6,4,3,FALSE
32,31,6,6,45,FALSE
32,31,7,2,3,FALSE
32,31,7,5,2,FALSE
32,31,7,7,6,FALSE
32,31,8,2,3,FALSE
32,31,8,8,7,FALSE
32,32,2,2,933,FALSE
32,32,2,3,13,FALSE
32,32,2,4,16,FALSE
32,32,2,5,11,FALSE
32,32,2,6,10,FALSE
32,32,2,7,2,FALSE
32,32,3,2,10,FALSE
32,32,3,3,5,FALSE
32,32,3,6,1,FALSE
32,32,3,8,1,FALSE
32,32,4,2,36,FALSE
32,32,4,3,3,FALSE
32,32,4,4,111,FALSE
32,32,4,5,2,FALSE
32,32,4,6,3,FALSE
32,32,4,7,1,FALSE
32,32,4,8,1,FALSE
32,32,5,2,17,FALSE
32,32,5,3,1,FALSE
32,32,5,4,2,FALSE
32,32,5,5,3,FALSE
32,32,5,7,1,FALSE
32,32,6,2,13,FALSE
32,32,6,4,2,FALSE
32,32,6,5,1,FALSE
32,32,6,6,138,FALSE
32,32,6,8,3,FALSE
32,32,7,2,3,FALSE
32,32,7,4,2,FALSE
32,32,7,5,1,FALSE
32,32,7,6,4,FALSE
32,32,7,7,16,FALSE
32,32,8,2,1,FALSE
32,32,8,4,4,FALSE
32,32,8,5,3,FALSE
32,32,8,6,2,FALSE
32,32,8,7,2,FALSE
32,32,8,8,5,FALSE
32,33,2,2,1240,FALSE
32,33,2,3,15,FALSE
32,33,2,4,36,FALSE
32,33,2,5,19,FALSE
32,33,2,6,18,FALSE
32,33,2,7,6,FALSE
32,33,2,8,5,FALSE
32,33,3,2,11,FALSE
32,33,3,3,3,FALSE
32,33,3,4,2,FALSE
32,33,3,7,1,FALSE
32,33,4,2,43,FALSE
32,33,4,3,1,FALSE
32,33,4,4,159,FALSE
32,33,4,5,2,FALSE
32,33,4,6,6,FALSE
32,33,4,7,3,FALSE
32,33,4,8,4,FALSE
32,33,5,2,17,FALSE
32,33,5,4,1,FALSE
32,33,5,5,5,FALSE
32,33,5,6,1,FALSE
32,33,5,7,2,FALSE
32,33,6,2,20,FALSE
32,33,6,4,6,FALSE
32,33,6,6,194,FALSE
32,33,6,7,1,FALSE
32,33,7,2,11,FALSE
32,33,7,4,1,FALSE
32,33,7,5,2,FALSE
32,33,7,7,27,FALSE
32,33,7,8,1,FALSE
32,33,8,2,2,FALSE
32,33,8,4,4,FALSE
32,33,8,5,2,FALSE
32,33,8,6,1,FALSE
32,33,8,8,12,FALSE
32,34,2,2,902,FALSE
32,34,2,3,3,FALSE
32,34,2,4,28,FALSE
32,34,2,5,10,FALSE
32,34,2,6,11,FALSE
32,34,2,7,10,FALSE
32,34,2,8,3,FALSE
32,34,3,2,11,FALSE
32,34,3,3,2,FALSE
32,34,3,4,1,FALSE
32,34,3,8,1,FALSE
32,34,4,2,39,FALSE
32,34,4,4,105,FALSE
32,34,4,5,4,FALSE
32,34,4,6,4,FALSE
32,34,4,7,2,FALSE
32,34,5,2,9,FALSE
32,34,5,3,1,FALSE
32,34,5,4,3,FALSE
32,34,5,5,5,FALSE
32,34,5,6,2,FALSE
32,34,5,7,2,FALSE
32,34,6,2,8,FALSE
32,34,6,4,2,FALSE
32,34,6,5,2,FALSE
32,34,6,6,149,FALSE
32,34,6,7,1,FALSE
32,34,6,8,3,FALSE
32,34,7,2,3,FALSE
32,34,7,4,3,FALSE
32,34,7,5,1,FALSE
32,34,7,7,19,FALSE
32,34,7,8,1,FALSE
32,34,8,2,5,FALSE
32,34,8,4,5,FALSE
32,34,8,5,2,FALSE
32,34,8,6,2,FALSE
32,34,8,7,2,FALSE
32,34,8,8,13,FALSE
32,35,2,2,784,FALSE
32,35,2,3,6,FALSE
32,35,2,4,19,FALSE
32,35,2,5,13,FALSE
32,35,2,6,12,FALSE
32,35,2,7,1,FALSE
32,35,2,8,1,FALSE
32,35,3,2,6,FALSE
32,35,3,3,2,FALSE
32,35,4,2,31,FALSE
32,35,4,3,2,FALSE
32,35,4,4,94,FALSE
32,35,4,5,2,FALSE
32,35,4,7,1,FALSE
32,35,4,8,1,FALSE
32,35,5,2,13,FALSE
32,35,5,4,2,FALSE
32,35,5,5,2,FALSE
32,35,5,7,1,FALSE
32,35,6,2,8,FALSE
32,35,6,3,1,FALSE
32,35,6,4,5,FALSE
32,35,6,6,154,FALSE
32,35,6,7,2,FALSE
32,35,7,2,3,FALSE
32,35,7,7,15,FALSE
32,35,8,2,4,FALSE
32,35,8,6,1,FALSE
32,35,8,8,6,FALSE
32,36,2,2,653,FALSE
32,36,2,3,5,FALSE
32,36,2,4,15,FALSE
32,36,2,5,7,FALSE
32,36,2,6,5,FALSE
32,36,2,7,3,FALSE
32,36,2,8,1,FALSE
32,36,3,2,8,FALSE
32,36,3,3,2,FALSE
32,36,4,2,35,FALSE
32,36,4,4,67,FALSE
32,36,4,5,3,FALSE
32,36,4,7,2,FALSE
32,36,5,2,10,FALSE
32,36,5,4,2,FALSE
32,36,5,5,4,FALSE
32,36,5,7,2,FALSE
32,36,6,2,6,FALSE
32,36,6,3,1,FALSE
32,36,6,4,1,FALSE
32,36,6,5,1,FALSE
32,36,6,6,133,FALSE
32,36,6,7,1,FALSE
32,36,6,8,1,FALSE
32,36,7,2,2,FALSE
32,36,7,4,2,FALSE
32,36,7,5,1,FALSE
32,36,7,7,21,FALSE
32,36,8,2,1,FALSE
32,36,8,6,1,FALSE
32,36,8,8,11,FALSE
32,37,2,2,536,FALSE
32,37,2,3,2,FALSE
32,37,2,4,9,FALSE
32,37,2,5,5,FALSE
32,37,2,6,4,FALSE
32,37,2,7,1,FALSE
32,37,2,8,1,FALSE
32,37,3,2,2,FALSE
32,37,3,3,1,FALSE
32,37,3,4,2,FALSE
32,37,3,6,1,FALSE
32,37,4,2,16,FALSE
32,37,4,3,1,FALSE
32,37,4,4,58,FALSE
32,37,4,5,2,FALSE
32,37,4,6,5,FALSE
32,37,4,7,2,FALSE
32,37,5,2,8,FALSE
32,37,5,4,1,FALSE
32,37,5,5,3,FALSE
32,37,5,6,2,FALSE
32,37,5,7,1,FALSE
32,37,6,2,8,FALSE
32,37,6,4,1,FALSE
32,37,6,6,112,FALSE
32,37,6,7,1,FALSE
32,37,7,6,1,FALSE
32,37,7,7,20,FALSE
32,37,8,2,5,FALSE
32,37,8,4,3,FALSE
32,37,8,6,2,FALSE
32,37,8,7,1,FALSE
32,37,8,8,10,FALSE
32,38,2,2,451,FALSE
32,38,2,3,6,FALSE
32,38,2,4,4,FALSE
32,38,2,5,5,FALSE
32,38,2,6,6,FALSE
32,38,2,7,1,FALSE
32,38,2,8,2,FALSE
32,38,3,2,2,FALSE
32,38,3,4,1,FALSE
32,38,4,2,24,FALSE
32,38,4,3,1,FALSE
32,38,4,4,37,FALSE
32,38,4,6,2,FALSE
32,38,4,7,2,FALSE
32,38,4,8,1,FALSE
32,38,5,2,7,FALSE
32,38,5,4,1,FALSE
32,38,5,5,2,FALSE
32,38,5,6,1,FALSE
32,38,6,2,9,FALSE
32,38,6,4,3,FALSE
32,38,6,5,1,FALSE
32,38,6,6,87,FALSE
32,38,7,7,21,FALSE
32,38,8,6,1,FALSE
32,38,8,8,13,FALSE
32,39,2,2,370,FALSE
32,39,2,3,7,FALSE
32,39,2,4,5,FALSE
32,39,2,5,4,FALSE
32,39,2,6,3,FALSE
32,39,2,7,3,FALSE
32,39,3,2,2,FALSE
32,39,4,2,23,FALSE
32,39,4,4,28,FALSE
32,39,4,5,2,FALSE
32,39,4,6,1,FALSE
32,39,4,7,3,FALSE
32,39,5,2,3,FALSE
32,39,5,3,1,FALSE
32,39,5,4,2,FALSE
32,39,5,5,4,FALSE
32,39,5,7,2,FALSE
32,39,6,2,5,FALSE
32,39,6,4,2,FALSE
32,39,6,6,73,FALSE
32,39,6,7,1,FALSE
32,39,7,2,1,FALSE
32,39,7,4,2,FALSE
32,39,7,7,18,FALSE
32,39,8,2,2,FALSE
32,39,8,4,3,FALSE
32,39,8,7,1,FALSE
32,39,8,8,2,FALSE
32,40,2,2,279,FALSE
32,40,2,3,1,FALSE
32,40,2,4,9,FALSE
32,40,2,5,3,FALSE
32,40,2,6,3,FALSE
32,40,2,7,3,FALSE
32,40,2,8,3,FALSE
32,40,3,2,2,FALSE
32,40,3,3,1,FALSE
32,40,4,2,15,FALSE
32,40,4,4,17,FALSE
32,40,4,5,1,FALSE
32,40,4,6,3,FALSE
32,40,4,7,1,FALSE
32,40,4,8,1,FALSE
32,40,5,2,2,FALSE
32,40,5,5,2,FALSE
32,40,5,7,1,FALSE
32,40,6,2,6,FALSE
32,40,6,4,1,FALSE
32,40,6,6,35,FALSE
32,40,6,7,1,FALSE
32,40,6,8,1,FALSE
32,40,7,2,1,FALSE
32,40,7,4,1,FALSE
32,40,7,6,1,FALSE
32,40,7,7,12,FALSE
32,40,8,2,2,FALSE
32,40,8,4,1,FALSE
32,40,8,5,1,FALSE
32,40,8,6,2,FALSE
32,40,8,8,6,FALSE
32,41,2,2,246,FALSE
32,41,2,3,3,FALSE
32,41,2,4,3,FALSE
32,41,2,5,4,FALSE
32,41,2,6,5,FALSE
32,41,2,7,3,FALSE
32,41,2,8,2,FALSE
32,41,3,2,2,FALSE
32,41,3,3,1,FALSE
32,41,3,4,1,FALSE
32,41,4,2,15,FALSE
32,41,4,4,12,FALSE
32,41,4,5,1,FALSE
32,41,4,7,3,FALSE
32,41,5,2,3,FALSE
32,41,5,7,1,FALSE
32,41,6,2,3,FALSE
32,41,6,5,1,FALSE
32,41,6,6,43,FALSE
32,41,7,2,2,FALSE
32,41,7,5,2,FALSE
32,41,7,7,8,FALSE
32,41,7,8,1,FALSE
32,41,8,2,1,FALSE
32,41,8,5,2,FALSE
32,41,8,6,1,FALSE
32,41,8,8,3,FALSE
32,42,2,2,158,FALSE
32,42,2,3,1,FALSE
32,42,2,4,2,FALSE
32,42,2,5,2,FALSE
32,42,2,6,1,FALSE
32,42,2,8,2,FALSE
32,42,3,2,2,FALSE
32,42,3,5,1,FALSE
32,42,4,2,11,FALSE
32,42,4,4,14,FALSE
32,42,4,6,2,FALSE
32,42,5,2,3,FALSE
32,42,5,5,1,FALSE
32,42,5,6,1,FALSE
32,42,5,8,1,FALSE
32,42,6,2,7,FALSE
32,42,6,4,2,FALSE
32,42,6,6,41,FALSE
32,42,7,2,1,FALSE
32,42,7,5,1,FALSE
32,42,7,7,17,FALSE
32,42,7,8,1,FALSE
32,42,8,2,3,FALSE
32,42,8,8,5,FALSE
32,43,2,2,141,FALSE
32,43,2,3,1,FALSE
32,43,2,4,3,FALSE
32,43,2,5,1,FALSE
32,43,2,6,1,FALSE
32,43,3,3,1,FALSE
32,43,4,2,10,FALSE
32,43,4,4,9,FALSE
32,43,4,6,1,FALSE
32,43,4,7,1,FALSE
32,43,5,2,3,FALSE
32,43,5,5,1,FALSE
32,43,6,2,2,FALSE
32,43,6,6,21,FALSE
32,43,7,2,2,FALSE
32,43,7,5,1,FALSE
32,43,7,7,11,FALSE
32,43,8,4,1,FALSE
32,43,8,8,6,FALSE
32,44,2,2,114,FALSE
32,44,2,3,1,FALSE
32,44,2,4,3,FALSE
32,44,2,5,2,FALSE
32,44,2,7,1,FALSE
32,44,4,2,4,FALSE
32,44,4,4,5,FALSE
32,44,4,6,1,FALSE
32,44,4,7,2,FALSE
32,44,5,2,2,FALSE
32,44,6,2,4,FALSE
32,44,6,3,1,FALSE
32,44,6,4,2,FALSE
32,44,6,6,11,FALSE
32,44,6,8,1,FALSE
32,44,7,2,1,FALSE
32,44,7,7,7,FALSE
32,44,8,2,1,FALSE
32,44,8,6,1,FALSE
32,44,8,8,2,FALSE
32,45,2,2,82,FALSE
32,45,2,3,1,FALSE
32,45,2,4,2,FALSE
32,45,2,6,1,FALSE
32,45,2,7,2,FALSE
32,45,3,2,1,FALSE
32,45,4,2,7,FALSE
32,45,4,4,4,FALSE
32,45,4,5,1,FALSE
32,45,4,7,1,FALSE
32,45,5,2,1,FALSE
32,45,6,2,2,FALSE
32,45,6,3,2,FALSE
32,45,6,4,1,FALSE
32,45,6,6,13,FALSE
32,45,6,7,1,FALSE
32,45,7,2,1,FALSE
32,45,7,7,11,FALSE
32,45,8,2,1,FALSE
32,45,8,8,2,FALSE
32,46,2,2,57,FALSE
32,46,2,4,2,FALSE
32,46,2,5,2,FALSE
32,46,2,7,2,FALSE
32,46,2,8,1,FALSE
32,46,4,2,7,FALSE
32,46,4,4,6,FALSE
32,46,4,6,1,FALSE
32,46,5,2,3,FALSE
32,46,5,8,1,FALSE
32,46,6,2,2,FALSE
32,46,6,4,1,FALSE
32,46,6,6,13,FALSE
32,46,7,2,2,FALSE
32,46,7,7,4,FALSE
32,46,7,8,1,FALSE
32,46,8,5,1,FALSE
