"Age","Ethnicity","Rate","Sex"
81,"OBL",0,"F"
82,"OBL",0,"F"
83,"OBL",0,"F"
84,"OBL",0,"F"
85,"OBL",0,"F"
0,"OTH",0,"F"
1,"OTH",0,"F"
2,"OTH",0,"F"
3,"OTH",0,"F"
4,"OTH",0,"F"
5,"OTH",0,"F"
6,"OTH",0,"F"
7,"OTH",0,"F"
8,"OTH",0,"F"
9,"OTH",0,"F"
10,"OTH",6.55e-07,"F"
11,"OTH",1.16e-05,"F"
12,"OTH",0.000150211,"F"
13,"OTH",0.000446215,"F"
14,"OTH",0.001117092,"F"
15,"OTH",0.002425303,"F"
16,"OTH",0.004668488,"F"
17,"OTH",0.008105997,"F"
18,"OTH",0.013611212,"F"
19,"OTH",0.020656649,"F"
20,"OTH",0.028988102,"F"
21,"OTH",0.038146292,"F"
22,"OTH",0.046802275,"F"
23,"OTH",0.055685456,"F"
24,"OTH",0.063383294,"F"
25,"OTH",0.06943085,"F"
26,"OTH",0.073551006,"F"
27,"OTH",0.074775949,"F"
28,"OTH",0.076740672,"F"
29,"OTH",0.076790169,"F"
30,"OTH",0.075222259,"F"
31,"OTH",0.072385485,"F"
32,"OTH",0.065916889,"F"
33,"OTH",0.066413443,"F"
34,"OTH",0.065830072,"F"
35,"OTH",0.064499328,"F"
36,"OTH",0.062699945,"F"
37,"OTH",0.053294482,"F"
38,"OTH",0.04844467,"F"
39,"OTH",0.043922185,"F"
40,"OTH",0.039817558,"F"
41,"OTH",0.036174556,"F"
42,"OTH",0.029378639,"F"
43,"OTH",0.023687762,"F"
44,"OTH",0.018971675,"F"
45,"OTH",0.015099607,"F"
46,"OTH",0.013249364,"F"
47,"OTH",0.010445692,"F"
48,"OTH",0.008192196,"F"
49,"OTH",0.00627075,"F"
50,"OTH",0,"F"
51,"OTH",0,"F"
52,"OTH",0,"F"
53,"OTH",0,"F"
54,"OTH",0,"F"
55,"OTH",0,"F"
56,"OTH",0,"F"
57,"OTH",0,"F"
58,"OTH",0,"F"
59,"OTH",0,"F"
60,"OTH",0,"F"
61,"OTH",0,"F"
62,"OTH",0,"F"
63,"OTH",0,"F"
64,"OTH",0,"F"
65,"OTH",0,"F"
66,"OTH",0,"F"
67,"OTH",0,"F"
68,"OTH",0,"F"
69,"OTH",0,"F"
70,"OTH",0,"F"
71,"OTH",0,"F"
72,"OTH",0,"F"
73,"OTH",0,"F"
74,"OTH",0,"F"
75,"OTH",0,"F"
76,"OTH",0,"F"
77,"OTH",0,"F"
78,"OTH",0,"F"
79,"OTH",0,"F"
80,"OTH",0,"F"
81,"OTH",0,"F"
82,"OTH",0,"F"
83,"OTH",0,"F"
84,"OTH",0,"F"
85,"OTH",0,"F"
0,"WBI",0,"M"
1,"WBI",0,"M"
2,"WBI",0,"M"
3,"WBI",0,"M"
4,"WBI",0,"M"
5,"WBI",0,"M"
6,"WBI",0,"M"
7,"WBI",0,"M"
8,"WBI",0,"M"
9,"WBI",0,"M"
10,"WBI",0,"M"
11,"WBI",0,"M"
12,"WBI",0,"M"
13,"WBI",0,"M"
14,"WBI",0,"M"
15,"WBI",0,"M"
16,"WBI",0,"M"
17,"WBI",0,"M"
18,"WBI",0,"M"
19,"WBI",0,"M"
20,"WBI",0,"M"
21,"WBI",0,"M"
22,"WBI",0,"M"
23,"WBI",0,"M"
24,"WBI",0,"M"
25,"WBI",0,"M"
26,"WBI",0,"M"
27,"WBI",0,"M"
28,"WBI",0,"M"
29,"WBI",0,"M"
30,"WBI",0,"M"
31,"WBI",0,"M"
32,"WBI",0,"M"
33,"WBI",0,"M"
34,"WBI",0,"M"
35,"WBI",0,"M"
36,"WBI",0,"M"
37,"WBI",0,"M"
38,"WBI",0,"M"
39,"WBI",0,"M"
40,"WBI",0,"M"
41,"WBI",0,"M"
42,"WBI",0,"M"
43,"WBI",0,"M"
44,"WBI",0,"M"
45,"WBI",0,"M"
46,"WBI",0,"M"
47,"WBI",0,"M"
48,"WBI",0,"M"
49,"WBI",0,"M"
50,"WBI",0,"M"
51,"WBI",0,"M"
52,"WBI",0,"M"
53,"WBI",0,"M"
54,"WBI",0,"M"
55,"WBI",0,"M"
56,"WBI",0,"M"
57,"WBI",0,"M"
58,"WBI",0,"M"
59,"WBI",0,"M"
60,"WBI",0,"M"
61,"WBI",0,"M"
62,"WBI",0,"M"
63,"WBI",0,"M"
64,"WBI",0,"M"
65,"WBI",0,"M"
66,"WBI",0,"M"
67,"WBI",0,"M"
68,"WBI",0,"M"
69,"WBI",0,"M"
70,"WBI",0,"M"
71,"WBI",0,"M"
72,"WBI",0,"M"
73,"WBI",0,"M"
74,"WBI",0,"M"
75,"WBI",0,"M"
76,"WBI",0,"M"
77,"WBI",0,"M"
78,"WBI",0,"M"
79,"WBI",0,"M"
80,"WBI",0,"M"
81,"WBI",0,"M"
82,"WBI",0,"M"
83,"WBI",0,"M"
84,"WBI",0,"M"
85,"WBI",0,"M"
0,"WHO",0,"M"
1,"WHO",0,"M"
2,"WHO",0,"M"
3,"WHO",0,"M"
4,"WHO",0,"M"
5,"WHO",0,"M"
6,"WHO",0,"M"
7,"WHO",0,"M"
8,"WHO",0,"M"
9,"WHO",0,"M"
10,"WHO",0,"M"
11,"WHO",0,"M"
12,"WHO",0,"M"
13,"WHO",0,"M"
14,"WHO",0,"M"
15,"WHO",0,"M"
16,"WHO",0,"M"
17,"WHO",0,"M"
18,"WHO",0,"M"
19,"WHO",0,"M"
20,"WHO",0,"M"
21,"WHO",0,"M"
22,"WHO",0,"M"
23,"WHO",0,"M"
24,"WHO",0,"M"
25,"WHO",0,"M"
26,"WHO",0,"M"
27,"WHO",0,"M"
28,"WHO",0,"M"
29,"WHO",0,"M"
30,"WHO",0,"M"
31,"WHO",0,"M"
32,"WHO",0,"M"
33,"WHO",0,"M"
34,"WHO",0,"M"
35,"WHO",0,"M"
36,"WHO",0,"M"
37,"WHO",0,"M"
38,"WHO",0,"M"
39,"WHO",0,"M"
40,"WHO",0,"M"
41,"WHO",0,"M"
42,"WHO",0,"M"
43,"WHO",0,"M"
44,"WHO",0,"M"
45,"WHO",0,"M"
46,"WHO",0,"M"
47,"WHO",0,"M"
48,"WHO",0,"M"
49,"WHO",0,"M"
50,"WHO",0,"M"
51,"WHO",0,"M"
52,"WHO",0,"M"
53,"WHO",0,"M"
54,"WHO",0,"M"
55,"WHO",0,"M"
56,"WHO",0,"M"
57,"WHO",0,"M"
58,"WHO",0,"M"
59,"WHO",0,"M"
60,"WHO",0,"M"
61,"WHO",0,"M"
62,"WHO",0,"M"
63,"WHO",0,"M"
64,"WHO",0,"M"
65,"WHO",0,"M"
66,"WHO",0,"M"
67,"WHO",0,"M"
68,"WHO",0,"M"
69,"WHO",0,"M"
70,"WHO",0,"M"
71,"WHO",0,"M"
72,"WHO",0,"M"
73,"WHO",0,"M"
74,"WHO",0,"M"
75,"WHO",0,"M"
76,"WHO",0,"M"
77,"WHO",0,"M"
78,"WHO",0,"M"
79,"WHO",0,"M"
80,"WHO",0,"M"
81,"WHO",0,"M"
82,"WHO",0,"M"
83,"WHO",0,"M"
84,"WHO",0,"M"
85,"WHO",0,"M"
0,"MIX",0,"M"
1,"MIX",0,"M"
2,"MIX",0,"M"
3,"MIX",0,"M"
4,"MIX",0,"M"
5,"MIX",0,"M"
6,"MIX",0,"M"
7,"MIX",0,"M"
8,"MIX",0,"M"
9,"MIX",0,"M"
10,"MIX",0,"M"
11,"MIX",0,"M"
12,"MIX",0,"M"
13,"MIX",0,"M"
14,"MIX",0,"M"
15,"MIX",0,"M"
16,"MIX",0,"M"
17,"MIX",0,"M"
18,"MIX",0,"M"
19,"MIX",0,"M"
20,"MIX",0,"M"
21,"MIX",0,"M"
22,"MIX",0,"M"
23,"MIX",0,"M"
24,"MIX",0,"M"
25,"MIX",0,"M"
26,"MIX",0,"M"
27,"MIX",0,"M"
28,"MIX",0,"M"
29,"MIX",0,"M"
30,"MIX",0,"M"
31,"MIX",0,"M"
32,"MIX",0,"M"
33,"MIX",0,"M"
34,"MIX",0,"M"
35,"MIX",0,"M"
36,"MIX",0,"M"
37,"MIX",0,"M"
38,"MIX",0,"M"
39,"MIX",0,"M"
40,"MIX",0,"M"
41,"MIX",0,"M"
42,"MIX",0,"M"
43,"MIX",0,"M"
44,"MIX",0,"M"
45,"MIX",0,"M"
46,"MIX",0,"M"
47,"MIX",0,"M"
48,"MIX",0,"M"
49,"MIX",0,"M"
50,"MIX",0,"M"
51,"MIX",0,"M"
52,"MIX",0,"M"
53,"MIX",0,"M"
54,"MIX",0,"M"
55,"MIX",0,"M"
56,"MIX",0,"M"
57,"MIX",0,"M"
58,"MIX",0,"M"
59,"MIX",0,"M"
60,"MIX",0,"M"
61,"MIX",0,"M"
62,"MIX",0,"M"
63,"MIX",0,"M"
64,"MIX",0,"M"
65,"MIX",0,"M"
66,"MIX",0,"M"
67,"MIX",0,"M"
68,"MIX",0,"M"
69,"MIX",0,"M"
70,"MIX",0,"M"
71,"MIX",0,"M"
72,"MIX",0,"M"
73,"MIX",0,"M"
74,"MIX",0,"M"
75,"MIX",0,"M"
76,"MIX",0,"M"
77,"MIX",0,"M"
78,"MIX",0,"M"
79,"MIX",0,"M"
80,"MIX",0,"M"
81,"MIX",0,"M"
82,"MIX",0,"M"
83,"MIX",0,"M"
84,"MIX",0,"M"
85,"MIX",0,"M"
0,"IND",0,"M"
1,"IND",0,"M"
2,"IND",0,"M"
3,"IND",0,"M"
4,"IND",0,"M"
5,"IND",0,"M"
6,"IND",0,"M"
7,"IND",0,"M"
8,"IND",0,"M"
9,"IND",0,"M"
10,"IND",0,"M"
11,"IND",0,"M"
12,"IND",0,"M"
13,"IND",0,"M"
14,"IND",0,"M"
15,"IND",0,"M"
16,"IND",0,"M"
17,"IND",0,"M"
18,"IND",0,"M"
19,"IND",0,"M"
20,"IND",0,"M"
21,"IND",0,"M"
22,"IND",0,"M"
23,"IND",0,"M"
24,"IND",0,"M"
25,"IND",0,"M"
26,"IND",0,"M"
27,"IND",0,"M"
28,"IND",0,"M"
29,"IND",0,"M"
30,"IND",0,"M"
31,"IND",0,"M"
32,"IND",0,"M"
33,"IND",0,"M"
34,"IND",0,"M"
35,"IND",0,"M"
36,"IND",0,"M"
37,"IND",0,"M"
38,"IND",0,"M"
39,"IND",0,"M"
40,"IND",0,"M"
41,"IND",0,"M"
42,"IND",0,"M"
43,"IND",0,"M"
44,"IND",0,"M"
45,"IND",0,"M"
46,"IND",0,"M"
47,"IND",0,"M"
48,"IND",0,"M"
49,"IND",0,"M"
50,"IND",0,"M"
51,"IND",0,"M"
52,"IND",0,"M"
53,"IND",0,"M"
54,"IND",0,"M"
55,"IND",0,"M"
56,"IND",0,"M"
57,"IND",0,"M"
58,"IND",0,"M"
59,"IND",0,"M"
60,"IND",0,"M"
61,"IND",0,"M"
62,"IND",0,"M"
63,"IND",0,"M"
64,"IND",0,"M"
65,"IND",0,"M"
66,"IND",0,"M"
67,"IND",0,"M"
68,"IND",0,"M"
69,"IND",0,"M"
70,"IND",0,"M"
71,"IND",0,"M"
72,"IND",0,"M"
73,"IND",0,"M"
74,"IND",0,"M"
75,"IND",0,"M"
76,"IND",0,"M"
77,"IND",0,"M"
78,"IND",0,"M"
79,"IND",0,"M"
80,"IND",0,"M"
81,"IND",0,"M"
82,"IND",0,"M"
83,"IND",0,"M"
84,"IND",0,"M"
85,"IND",0,"M"
0,"PAK",0,"M"
1,"PAK",0,"M"
2,"PAK",0,"M"
3,"PAK",0,"M"
4,"PAK",0,"M"
5,"PAK",0,"M"
6,"PAK",0,"M"
7,"PAK",0,"M"
8,"PAK",0,"M"
9,"PAK",0,"M"
10,"PAK",0,"M"
11,"PAK",0,"M"
12,"PAK",0,"M"
13,"PAK",0,"M"
14,"PAK",0,"M"
15,"PAK",0,"M"
16,"PAK",0,"M"
17,"PAK",0,"M"
18,"PAK",0,"M"
19,"PAK",0,"M"
20,"PAK",0,"M"
21,"PAK",0,"M"
22,"PAK",0,"M"
23,"PAK",0,"M"
24,"PAK",0,"M"
25,"PAK",0,"M"
26,"PAK",0,"M"
27,"PAK",0,"M"
28,"PAK",0,"M"
29,"PAK",0,"M"
30,"PAK",0,"M"
31,"PAK",0,"M"
32,"PAK",0,"M"
33,"PAK",0,"M"
34,"PAK",0,"M"
35,"PAK",0,"M"
36,"PAK",0,"M"
37,"PAK",0,"M"
38,"PAK",0,"M"
39,"PAK",0,"M"
40,"PAK",0,"M"
41,"PAK",0,"M"
42,"PAK",0,"M"
43,"PAK",0,"M"
44,"PAK",0,"M"
45,"PAK",0,"M"
46,"PAK",0,"M"
47,"PAK",0,"M"
48,"PAK",0,"M"
49,"PAK",0,"M"
50,"PAK",0,"M"
51,"PAK",0,"M"
52,"PAK",0,"M"
53,"PAK",0,"M"
54,"PAK",0,"M"
55,"PAK",0,"M"
56,"PAK",0,"M"
57,"PAK",0,"M"
58,"PAK",0,"M"
59,"PAK",0,"M"
60,"PAK",0,"M"
61,"PAK",0,"M"
62,"PAK",0,"M"
63,"PAK",0,"M"
64,"PAK",0,"M"
65,"PAK",0,"M"
66,"PAK",0,"M"
67,"PAK",0,"M"
68,"PAK",0,"M"
69,"PAK",0,"M"
70,"PAK",0,"M"
71,"PAK",0,"M"
72,"PAK",0,"M"
73,"PAK",0,"M"
74,"PAK",0,"M"
75,"PAK",0,"M"
76,"PAK",0,"M"
77,"PAK",0,"M"
78,"PAK",0,"M"
79,"PAK",0,"M"
80,"PAK",0,"M"
81,"PAK",0,"M"
82,"PAK",0,"M"
83,"PAK",0,"M"
84,"PAK",0,"M"
85,"PAK",0,"M"
0,"BAN",0,"M"
1,"BAN",0,"M"
2,"BAN",0,"M"
3,"BAN",0,"M"
4,"BAN",0,"M"
5,"BAN",0,"M"
6,"BAN",0,"M"
7,"BAN",0,"M"
8,"BAN",0,"M"
9,"BAN",0,"M"
10,"BAN",0,"M"
11,"BAN",0,"M"
12,"BAN",0,"M"
13,"BAN",0,"M"
14,"BAN",0,"M"
15,"BAN",0,"M"
16,"BAN",0,"M"
17,"BAN",0,"M"
18,"BAN",0,"M"
19,"BAN",0,"M"
20,"BAN",0,"M"
21,"BAN",0,"M"
22,"BAN",0,"M"
23,"BAN",0,"M"
24,"BAN",0,"M"
25,"BAN",0,"M"
26,"BAN",0,"M"
27,"BAN",0,"M"
28,"BAN",0,"M"
29,"BAN",0,"M"
30,"BAN",0,"M"
31,"BAN",0,"M"
32,"BAN",0,"M"
33,"BAN",0,"M"
34,"BAN",0,"M"
35,"BAN",0,"M"
36,"BAN",0,"M"
37,"BAN",0,"M"
38,"BAN",0,"M"
39,"BAN",0,"M"
40,"BAN",0,"M"
41,"BAN",0,"M"
42,"BAN",0,"M"
43,"BAN",0,"M"
44,"BAN",0,"M"
45,"BAN",0,"M"
46,"BAN",0,"M"
47,"BAN",0,"M"
48,"BAN",0,"M"
49,"BAN",0,"M"
50,"BAN",0,"M"
51,"BAN",0,"M"
52,"BAN",0,"M"
53,"BAN",0,"M"
54,"BAN",0,"M"
55,"BAN",0,"M"
56,"BAN",0,"M"
57,"BAN",0,"M"
58,"BAN",0,"M"
59,"BAN",0,"M"
60,"BAN",0,"M"
61,"BAN",0,"M"
62,"BAN",0,"M"
63,"BAN",0,"M"
64,"BAN",0,"M"
65,"BAN",0,"M"
66,"BAN",0,"M"
67,"BAN",0,"M"
68,"BAN",0,"M"
69,"BAN",0,"M"
70,"BAN",0,"M"
71,"BAN",0,"M"
72,"BAN",0,"M"
73,"BAN",0,"M"
74,"BAN",0,"M"
75,"BAN",0,"M"
76,"BAN",0,"M"
77,"BAN",0,"M"
78,"BAN",0,"M"
79,"BAN",0,"M"
80,"BAN",0,"M"
81,"BAN",0,"M"
82,"BAN",0,"M"
83,"BAN",0,"M"
84,"BAN",0,"M"
85,"BAN",0,"M"
0,"CHI",0,"M"
1,"CHI",0,"M"
2,"CHI",0,"M"
3,"CHI",0,"M"
4,"CHI",0,"M"
5,"CHI",0,"M"
6,"CHI",0,"M"
7,"CHI",0,"M"
8,"CHI",0,"M"
9,"CHI",0,"M"
10,"CHI",0,"M"
11,"CHI",0,"M"
12,"CHI",0,"M"
13,"CHI",0,"M"
14,"CHI",0,"M"
15,"CHI",0,"M"
16,"CHI",0,"M"
17,"CHI",0,"M"
18,"CHI",0,"M"
19,"CHI",0,"M"
20,"CHI",0,"M"
21,"CHI",0,"M"
22,"CHI",0,"M"
23,"CHI",0,"M"
24,"CHI",0,"M"
25,"CHI",0,"M"
26,"CHI",0,"M"
27,"CHI",0,"M"
28,"CHI",0,"M"
29,"CHI",0,"M"
30,"CHI",0,"M"
31,"CHI",0,"M"
32,"CHI",0,"M"
33,"CHI",0,"M"
34,"CHI",0,"M"
35,"CHI",0,"M"
36,"CHI",0,"M"
37,"CHI",0,"M"
38,"CHI",0,"M"
39,"CHI",0,"M"
40,"CHI",0,"M"
41,"CHI",0,"M"
42,"CHI",0,"M"
43,"CHI",0,"M"
44,"CHI",0,"M"
45,"CHI",0,"M"
46,"CHI",0,"M"
47,"CHI",0,"M"
48,"CHI",0,"M"
49,"CHI",0,"M"
50,"CHI",0,"M"
51,"CHI",0,"M"
52,"CHI",0,"M"
53,"CHI",0,"M"
54,"CHI",0,"M"
55,"CHI",0,"M"
56,"CHI",0,"M"
57,"CHI",0,"M"
58,"CHI",0,"M"
59,"CHI",0,"M"
60,"CHI",0,"M"
61,"CHI",0,"M"
62,"CHI",0,"M"
63,"CHI",0,"M"
64,"CHI",0,"M"
65,"CHI",0,"M"
66,"CHI",0,"M"
67,"CHI",0,"M"
68,"CHI",0,"M"
69,"CHI",0,"M"
70,"CHI",0,"M"
71,"CHI",0,"M"
72,"CHI",0,"M"
73,"CHI",0,"M"
74,"CHI",0,"M"
75,"CHI",0,"M"
76,"CHI",0,"M"
77,"CHI",0,"M"
78,"CHI",0,"M"
79,"CHI",0,"M"
80,"CHI",0,"M"
81,"CHI",0,"M"
82,"CHI",0,"M"
83,"CHI",0,"M"
84,"CHI",0,"M"
85,"CHI",0,"M"
0,"OAS",0,"M"
1,"OAS",0,"M"
2,"OAS",0,"M"
3,"OAS",0,"M"
4,"OAS",0,"M"
5,"OAS",0,"M"
6,"OAS",0,"M"
7,"OAS",0,"M"
8,"OAS",0,"M"
9,"OAS",0,"M"
10,"OAS",0,"M"
11,"OAS",0,"M"
12,"OAS",0,"M"
13,"OAS",0,"M"
14,"OAS",0,"M"
15,"OAS",0,"M"
16,"OAS",0,"M"
17,"OAS",0,"M"
18,"OAS",0,"M"
19,"OAS",0,"M"
20,"OAS",0,"M"
21,"OAS",0,"M"
22,"OAS",0,"M"
23,"OAS",0,"M"
24,"OAS",0,"M"
25,"OAS",0,"M"
26,"OAS",0,"M"
27,"OAS",0,"M"
28,"OAS",0,"M"
29,"OAS",0,"M"
30,"OAS",0,"M"
31,"OAS",0,"M"
32,"OAS",0,"M"
33,"OAS",0,"M"
34,"OAS",0,"M"
35,"OAS",0,"M"
36,"OAS",0,"M"
37,"OAS",0,"M"
38,"OAS",0,"M"
39,"OAS",0,"M"
40,"OAS",0,"M"
41,"OAS",0,"M"
42,"OAS",0,"M"
43,"OAS",0,"M"
44,"OAS",0,"M"
45,"OAS",0,"M"
46,"OAS",0,"M"
47,"OAS",0,"M"
48,"OAS",0,"M"
49,"OAS",0,"M"
50,"OAS",0,"M"
51,"OAS",0,"M"
52,"OAS",0,"M"
53,"OAS",0,"M"
54,"OAS",0,"M"
55,"OAS",0,"M"
56,"OAS",0,"M"
57,"OAS",0,"M"
58,"OAS",0,"M"
59,"OAS",0,"M"
60,"OAS",0,"M"
61,"OAS",0,"M"
62,"OAS",0,"M"
63,"OAS",0,"M"
64,"OAS",0,"M"
65,"OAS",0,"M"
66,"OAS",0,"M"
67,"OAS",0,"M"
68,"OAS",0,"M"
69,"OAS",0,"M"
70,"OAS",0,"M"
71,"OAS",0,"M"
72,"OAS",0,"M"
73,"OAS",0,"M"
74,"OAS",0,"M"
75,"OAS",0,"M"
76,"OAS",0,"M"
77,"OAS",0,"M"
78,"OAS",0,"M"
79,"OAS",0,"M"
80,"OAS",0,"M"
81,"OAS",0,"M"
82,"OAS",0,"M"
83,"OAS",0,"M"
84,"OAS",0,"M"
85,"OAS",0,"M"
0,"BLA",0,"M"
1,"BLA",0,"M"
2,"BLA",0,"M"
3,"BLA",0,"M"
4,"BLA",0,"M"
5,"BLA",0,"M"
6,"BLA",0,"M"
7,"BLA",0,"M"
8,"BLA",0,"M"
9,"BLA",0,"M"
10,"BLA",0,"M"
11,"BLA",0,"M"
12,"BLA",0,"M"
13,"BLA",0,"M"
14,"BLA",0,"M"
15,"BLA",0,"M"
16,"BLA",0,"M"
17,"BLA",0,"M"
18,"BLA",0,"M"
19,"BLA",0,"M"
20,"BLA",0,"M"
21,"BLA",0,"M"
22,"BLA",0,"M"
23,"BLA",0,"M"
24,"BLA",0,"M"
25,"BLA",0,"M"
26,"BLA",0,"M"
27,"BLA",0,"M"
28,"BLA",0,"M"
29,"BLA",0,"M"
30,"BLA",0,"M"
31,"BLA",0,"M"
32,"BLA",0,"M"
33,"BLA",0,"M"
34,"BLA",0,"M"
35,"BLA",0,"M"
36,"BLA",0,"M"
37,"BLA",0,"M"
38,"BLA",0,"M"
39,"BLA",0,"M"
40,"BLA",0,"M"
41,"BLA",0,"M"
42,"BLA",0,"M"
43,"BLA",0,"M"
44,"BLA",0,"M"
45,"BLA",0,"M"
46,"BLA",0,"M"
47,"BLA",0,"M"
48,"BLA",0,"M"
49,"BLA",0,"M"
50,"BLA",0,"M"
51,"BLA",0,"M"
52,"BLA",0,"M"
53,"BLA",0,"M"
54,"BLA",0,"M"
55,"BLA",0,"M"
56,"BLA",0,"M"
57,"BLA",0,"M"
58,"BLA",0,"M"
59,"BLA",0,"M"
60,"BLA",0,"M"
61,"BLA",0,"M"
62,"BLA",0,"M"
63,"BLA",0,"M"
64,"BLA",0,"M"
65,"BLA",0,"M"
66,"BLA",0,"M"
67,"BLA",0,"M"
68,"BLA",0,"M"
69,"BLA",0,"M"
70,"BLA",0,"M"
71,"BLA",0,"M"
72,"BLA",0,"M"
73,"BLA",0,"M"
74,"BLA",0,"M"
75,"BLA",0,"M"
76,"BLA",0,"M"
77,"BLA",0,"M"
78,"BLA",0,"M"
79,"BLA",0,"M"
80,"BLA",0,"M"
81,"BLA",0,"M"
82,"BLA",0,"M"
83,"BLA",0,"M"
84,"BLA",0,"M"
85,"BLA",0,"M"
0,"BLC",0,"M"
1,"BLC",0,"M"
2,"BLC",0,"M"
3,"BLC",0,"M"
4,"BLC",0,"M"
5,"BLC",0,"M"
6,"BLC",0,"M"
7,"BLC",0,"M"
8,"BLC",0,"M"
9,"BLC",0,"M"
10,"BLC",0,"M"
11,"BLC",0,"M"
12,"BLC",0,"M"
13,"BLC",0,"M"
14,"BLC",0,"M"
15,"BLC",0,"M"
16,"BLC",0,"M"
17,"BLC",0,"M"
18,"BLC",0,"M"
19,"BLC",0,"M"
20,"BLC",0,"M"
21,"BLC",0,"M"
22,"BLC",0,"M"
23,"BLC",0,"M"
24,"BLC",0,"M"
25,"BLC",0,"M"
26,"BLC",0,"M"
27,"BLC",0,"M"
28,"BLC",0,"M"
29,"BLC",0,"M"
30,"BLC",0,"M"
31,"BLC",0,"M"
32,"BLC",0,"M"
33,"BLC",0,"M"
34,"BLC",0,"M"
35,"BLC",0,"M"
36,"BLC",0,"M"
37,"BLC",0,"M"
38,"BLC",0,"M"
39,"BLC",0,"M"
40,"BLC",0,"M"
41,"BLC",0,"M"
42,"BLC",0,"M"
43,"BLC",0,"M"
44,"BLC",0,"M"
45,"BLC",0,"M"
46,"BLC",0,"M"
47,"BLC",0,"M"
48,"BLC",0,"M"
49,"BLC",0,"M"
50,"BLC",0,"M"
51,"BLC",0,"M"
52,"BLC",0,"M"
53,"BLC",0,"M"
54,"BLC",0,"M"
55,"BLC",0,"M"
56,"BLC",0,"M"
57,"BLC",0,"M"
58,"BLC",0,"M"
59,"BLC",0,"M"
60,"BLC",0,"M"
61,"BLC",0,"M"
62,"BLC",0,"M"
63,"BLC",0,"M"
64,"BLC",0,"M"
65,"BLC",0,"M"
66,"BLC",0,"M"
67,"BLC",0,"M"
68,"BLC",0,"M"
69,"BLC",0,"M"
70,"BLC",0,"M"
71,"BLC",0,"M"
72,"BLC",0,"M"
73,"BLC",0,"M"
74,"BLC",0,"M"
75,"BLC",0,"M"
76,"BLC",0,"M"
77,"BLC",0,"M"
78,"BLC",0,"M"
79,"BLC",0,"M"
80,"BLC",0,"M"
81,"BLC",0,"M"
82,"BLC",0,"M"
83,"BLC",0,"M"
84,"BLC",0,"M"
85,"BLC",0,"M"
0,"OBL",0,"M"
1,"OBL",0,"M"
2,"OBL",0,"M"
3,"OBL",0,"M"
4,"OBL",0,"M"
5,"OBL",0,"M"
6,"OBL",0,"M"
7,"OBL",0,"M"
8,"OBL",0,"M"
9,"OBL",0,"M"
10,"OBL",0,"M"
11,"OBL",0,"M"
12,"OBL",0,"M"
13,"OBL",0,"M"
14,"OBL",0,"M"
15,"OBL",0,"M"
16,"OBL",0,"M"
17,"OBL",0,"M"
18,"OBL",0,"M"
19,"OBL",0,"M"
20,"OBL",0,"M"
21,"OBL",0,"M"
22,"OBL",0,"M"
23,"OBL",0,"M"
24,"OBL",0,"M"
25,"OBL",0,"M"
26,"OBL",0,"M"
27,"OBL",0,"M"
28,"OBL",0,"M"
29,"OBL",0,"M"
30,"OBL",0,"M"
31,"OBL",0,"M"
32,"OBL",0,"M"
33,"OBL",0,"M"
34,"OBL",0,"M"
35,"OBL",0,"M"
36,"OBL",0,"M"
37,"OBL",0,"M"
38,"OBL",0,"M"
39,"OBL",0,"M"
40,"OBL",0,"M"
41,"OBL",0,"M"
42,"OBL",0,"M"
43,"OBL",0,"M"
44,"OBL",0,"M"
45,"OBL",0,"M"
46,"OBL",0,"M"
47,"OBL",0,"M"
48,"OBL",0,"M"
49,"OBL",0,"M"
50,"OBL",0,"M"
51,"OBL",0,"M"
52,"OBL",0,"M"
53,"OBL",0,"M"
54,"OBL",0,"M"
55,"OBL",0,"M"
56,"OBL",0,"M"
57,"OBL",0,"M"
58,"OBL",0,"M"
59,"OBL",0,"M"
60,"OBL",0,"M"
61,"OBL",0,"M"
62,"OBL",0,"M"
63,"OBL",0,"M"
64,"OBL",0,"M"
65,"OBL",0,"M"
66,"OBL",0,"M"
67,"OBL",0,"M"
68,"OBL",0,"M"
69,"OBL",0,"M"
70,"OBL",0,"M"
71,"OBL",0,"M"
72,"OBL",0,"M"
73,"OBL",0,"M"
74,"OBL",0,"M"
75,"OBL",0,"M"
76,"OBL",0,"M"
77,"OBL",0,"M"
78,"OBL",0,"M"
79,"OBL",0,"M"
80,"OBL",0,"M"
81,"OBL",0,"M"
82,"OBL",0,"M"
83,"OBL",0,"M"
84,"OBL",0,"M"
85,"OBL",0,"M"
0,"OTH",0,"M"
1,"OTH",0,"M"
2,"OTH",0,"M"
3,"OTH",0,"M"
4,"OTH",0,"M"
5,"OTH",0,"M"
6,"OTH",0,"M"
7,"OTH",0,"M"
8,"OTH",0,"M"
9,"OTH",0,"M"
10,"OTH",0,"M"
11,"OTH",0,"M"
12,"OTH",0,"M"
13,"OTH",0,"M"
14,"OTH",0,"M"
15,"OTH",0,"M"
16,"OTH",0,"M"
17,"OTH",0,"M"
18,"OTH",0,"M"
19,"OTH",0,"M"
20,"OTH",0,"M"
21,"OTH",0,"M"
22,"OTH",0,"M"
23,"OTH",0,"M"
24,"OTH",0,"M"
25,"OTH",0,"M"
26,"OTH",0,"M"
27,"OTH",0,"M"
28,"OTH",0,"M"
29,"OTH",0,"M"
30,"OTH",0,"M"
31,"OTH",0,"M"
